datetime,rm,ru,rf,rs,rb,sz,ss,cm
2023-05-09 00:00:01,4046680,392520,3806564,213892,56,4063228,3414044,1656992
2023-05-09 00:05:02,4046680,383824,3797868,205700,56,4063228,3414044,1649528
2023-05-09 00:10:01,4046680,382824,3796868,205700,56,4063228,3414044,1650140
2023-05-09 00:15:01,4046680,387284,3801328,213836,56,4063228,3414044,1662172
2023-05-09 00:20:01,4046680,386292,3800336,213836,56,4063228,3414044,1662780
2023-05-09 00:25:01,4046680,393360,3807404,205644,56,4063228,3414044,1655312
2023-05-09 00:30:01,4046680,390624,3804668,205644,56,4063228,3414044,1655956
2023-05-09 00:35:01,4046680,383688,3797732,213836,56,4063228,3414044,1664836
2023-05-09 00:40:01,4046680,374796,3788840,222028,56,4063228,3414044,1673704
2023-05-09 00:45:01,4046680,390756,3804800,205644,56,4063228,3414044,1657920
2023-05-09 00:50:01,4046680,382324,3796368,213836,56,4063228,3414044,1666716
2023-05-09 00:55:01,4046680,381456,3795500,213836,56,4063228,3414044,1667268
2023-05-09 01:00:01,4046680,372528,3786572,222028,56,4063228,3414044,1676228
2023-05-09 01:05:01,4046680,372208,3786252,205700,56,4063228,3414044,1660504
2023-05-09 01:10:01,4046680,385264,3799308,205644,56,4063228,3414044,1663936
2023-05-09 01:15:01,4046680,376480,3790524,213836,56,4063228,3414044,1672756
2023-05-09 01:20:01,4046680,367932,3781976,222028,56,4063228,3414044,1681592
2023-05-09 01:25:02,4046680,358492,3772536,230220,56,4063228,3414044,1690424
2023-05-09 01:30:01,4046680,358000,3772044,230220,56,4063228,3414044,1691040
2023-05-09 01:35:01,4046680,348524,3762568,238412,56,4063228,3414044,1699904
2023-05-09 01:40:02,4046680,339408,3753452,246624,56,4063228,3414044,1708816
2023-05-09 01:45:01,4046680,379664,3793708,205644,56,4063228,3414044,1668548
2023-05-09 01:50:01,4046680,371556,3785600,213836,56,4063228,3414044,1677356
2023-05-09 01:55:01,4046680,370256,3784300,213836,56,4063228,3414044,1678040
2023-05-09 02:00:02,4046680,378320,3792364,205644,56,4063228,3414044,1670556
2023-05-09 02:05:01,4046680,360868,3774912,205700,56,4063228,3414044,1671216
2023-05-09 02:10:01,4046680,365932,3779976,213836,56,4063228,3414044,1682896
2023-05-09 02:15:01,4046680,365148,3779192,213836,56,4063228,3414044,1683448
2023-05-09 02:20:01,4046680,356756,3770800,222028,56,4063228,3414044,1692232
2023-05-09 02:25:01,4046680,371952,3785996,205644,56,4063228,3414044,1676392
2023-05-09 02:30:02,4046680,366380,3780424,213836,56,4063228,3414044,1685228
2023-05-09 02:35:01,4046680,364420,3778464,213836,56,4063228,3414044,1686020
2023-05-09 02:40:01,4046680,356196,3770240,222048,56,4063228,3414044,1694916
2023-05-09 02:45:01,4046680,346828,3760872,230220,56,4063228,3414044,1703672
2023-05-09 02:50:01,4046680,338480,3752524,238412,56,4063228,3414044,1712536
2023-05-09 02:55:01,4046680,337272,3751316,238412,56,4063228,3414044,1713332
2023-05-09 03:00:01,4046680,369496,3783540,205644,56,4063228,3414044,1681184
2023-05-09 03:05:01,4046680,305120,3716384,203392,56,4063228,3411264,1563844
2023-05-09 03:10:01,4046680,178812,3590076,211584,56,4063228,3411264,1576496
2023-05-09 03:15:01,4046680,162976,3572052,209968,56,4063228,3409076,1499048
2023-05-09 03:20:01,4046680,167844,3580836,205692,56,4063228,3412992,1495424
2023-05-09 03:25:01,4046680,150932,3563924,205692,56,4063228,3412992,1496776
2023-05-09 03:30:01,4046680,142128,3555120,213884,56,4063228,3412992,1505624
2023-05-09 03:35:01,4046680,135084,3548076,222076,56,4063228,3412992,1514436
2023-05-09 03:40:02,4046680,147336,3560328,205692,56,4063228,3412992,1500492
2023-05-09 03:45:01,4046680,146716,3559708,205692,56,4063228,3412992,1501140
2023-05-09 03:50:01,4046680,138020,3551012,213884,56,4063228,3412992,1510072
2023-05-09 03:55:01,4046680,128348,3541340,222076,56,4063228,3412992,1518844
2023-05-09 04:00:01,4046680,144500,3557492,205692,56,4063228,3412992,1503060
2023-05-09 04:05:01,4046680,130788,3543464,213604,56,4063228,3412676,1500448
2023-05-09 04:10:01,4046680,130540,3543216,213604,56,4063228,3412676,1500860
2023-05-09 04:15:01,4046680,351536,3758260,217156,56,4063228,3406724,1306280
2023-05-09 04:20:01,4046680,332912,3744556,205692,56,4063228,3411644,1325344
2023-05-09 04:25:01,4046680,323852,3735496,213884,56,4063228,3411644,1334156
2023-05-09 04:30:02,4046680,323604,3735248,213884,56,4063228,3411644,1334724
2023-05-09 04:35:02,4046680,330588,3742232,205692,56,4063228,3411644,1327224
2023-05-09 04:40:02,4046680,330300,3741944,205692,56,4063228,3411644,1327836
2023-05-09 04:45:01,4046680,321496,3733140,213884,56,4063228,3411644,1336592
2023-05-09 04:50:01,4046680,321512,3733156,213884,56,4063228,3411644,1337240
2023-05-09 04:55:01,4046680,328240,3739884,205692,56,4063228,3411644,1329760
2023-05-09 05:00:01,4046680,327744,3739388,205692,56,4063228,3411644,1330348
2023-05-09 05:05:02,4046680,285488,3697132,213916,56,4063228,3411644,1340376
2023-05-09 05:10:02,4046680,367696,3775364,219232,56,4063228,3407668,1273888
2023-05-09 05:15:01,4046680,361544,3769212,227424,56,4063228,3407668,1282708
2023-05-09 05:20:02,4046680,350196,3757864,235616,56,4063228,3407668,1293460
2023-05-09 05:25:01,4046680,348820,3756488,235616,56,4063228,3407668,1294204
2023-05-09 05:30:01,4046680,340140,3747808,243808,56,4063228,3407668,1302964
2023-05-09 05:35:02,4046680,379764,3790276,205692,56,4063228,3410512,1265568
2023-05-09 05:40:02,4046680,370768,3781280,213884,56,4063228,3410512,1274448
2023-05-09 05:45:01,4046680,369900,3780412,213884,56,4063228,3410512,1275100
2023-05-09 05:50:01,4046680,377500,3788012,205692,56,4063228,3410512,1267632
2023-05-09 05:55:02,4046680,376348,3786860,205692,56,4063228,3410512,1268248
2023-05-09 06:00:02,4046680,368148,3778660,213884,56,4063228,3410512,1276968
2023-05-09 06:05:02,4046680,351312,3761824,213916,56,4063228,3410512,1277560
2023-05-09 06:10:02,4046680,371312,3781824,205692,56,4063228,3410512,1273536
2023-05-09 06:15:02,4046680,370520,3781032,205692,56,4063228,3410512,1274208
2023-05-09 06:20:02,4046680,326872,3733812,210964,56,4063228,3406940,1331848
2023-05-09 06:25:02,4046680,306324,3713264,219100,56,4063228,3406940,1346336
2023-05-09 06:30:02,4046680,319792,3729652,205636,56,4063228,3409860,1333436
2023-05-09 06:35:02,4046680,311216,3721076,213828,56,4063228,3409860,1342268
2023-05-09 06:40:02,4046680,310348,3720208,213828,56,4063228,3409860,1342936
2023-05-09 06:45:02,4046680,301380,3711240,222020,56,4063228,3409860,1351776
2023-05-09 06:50:02,4046680,318372,3728232,205636,56,4063228,3409860,1357420
2023-05-09 06:55:01,4046680,310164,3720024,213828,56,4063228,3409860,1366336
2023-05-09 07:00:01,4046680,308188,3718048,213828,56,4063228,3409860,1367464
2023-05-09 07:05:01,4046680,300280,3710140,205692,56,4063228,3409860,1359908
2023-05-09 07:10:02,4046680,384076,3790272,203176,56,4063228,3406196,1291288
2023-05-09 07:15:01,4046680,375520,3781716,211368,56,4063228,3406196,1300084
2023-05-09 07:20:01,4046680,366592,3772788,219560,56,4063228,3406196,1309020
2023-05-09 07:25:01,4046680,381044,3789108,205044,56,4063228,3408064,1295112
2023-05-09 07:30:01,4046680,380848,3788912,205044,56,4063228,3408064,1295704
2023-05-09 07:35:02,4046680,371176,3779240,213236,56,4063228,3408064,1304624
2023-05-09 07:40:02,4046680,362592,3770656,221428,56,4063228,3408064,1313356
2023-05-09 07:45:02,4046680,370844,3779500,205636,56,4063228,3408656,1298148
2023-05-09 07:50:02,4046680,464948,3873604,213828,56,4063228,3408656,1309672
2023-05-09 07:55:02,4046680,464088,3872744,213828,56,4063228,3408656,1310260
2023-05-09 08:00:02,4046680,455764,3864420,222020,56,4063228,3408656,1319088
2023-05-09 08:05:01,4046680,454428,3863084,205692,56,4063228,3408656,1303836
2023-05-09 08:10:01,4046680,459592,3868248,213828,56,4063228,3408656,1315440
2023-05-09 08:15:02,4046680,458212,3866868,213828,56,4063228,3408656,1316212
2023-05-09 08:20:01,4046680,462188,3870844,205636,56,4063228,3408656,1310128
2023-05-09 08:25:01,4046680,444044,3852700,205636,56,4063228,3408656,1311004
2023-05-09 08:30:01,4046680,433924,3842580,213828,56,4063228,3408656,1319852
2023-05-09 08:35:01,4046680,426220,3834876,222020,56,4063228,3408656,1328788
2023-05-09 08:40:01,4046680,447100,3855756,205636,56,4063228,3408656,1313320
2023-05-09 08:45:01,4046680,437876,3846532,213828,56,4063228,3408656,1322204
2023-05-09 08:50:01,4046680,437172,3845828,213828,56,4063228,3408656,1322812
2023-05-09 08:55:01,4046680,472224,3880880,205636,56,4063228,3408656,1317652
2023-05-09 09:00:01,4046680,471728,3880384,205636,56,4063228,3408656,1318268
2023-05-09 09:05:02,4046680,446088,3854744,213884,56,4063228,3408656,1327364
2023-05-09 09:10:01,4046680,440144,3848800,213884,56,4063228,3408656,1334876
2023-05-09 09:15:01,4046680,458720,3867388,205636,56,4063228,3408668,1337620
2023-05-09 09:20:01,4046680,448800,3857468,213828,56,4063228,3408668,1346444
2023-05-09 09:25:01,4046680,448428,3857096,213828,56,4063228,3408668,1347056
2023-05-09 09:30:01,4046680,439996,3848664,222020,56,4063228,3408668,1355808
2023-05-09 09:35:01,4046680,455232,3863900,205636,56,4063228,3408668,1340144
2023-05-09 09:40:01,4046680,449016,3857684,205636,56,4063228,3408668,1340716
2023-05-09 09:45:01,4046680,437912,3846580,213828,56,4063228,3408668,1349680
2023-05-09 09:50:01,4046680,589996,3998664,222020,56,4063228,3408668,1358544
2023-05-09 09:55:01,4046680,602496,4011164,205636,56,4063228,3408668,1342932
2023-05-09 10:00:01,4046680,593696,4002364,213828,56,4063228,3408668,1351828
2023-05-09 10:05:02,4046680,571540,3980208,213884,56,4063228,3408668,1352600
2023-05-09 10:10:01,4046680,584572,3993240,205692,56,4063228,3408668,1345296
2023-05-09 10:15:01,4046680,591264,3999932,205636,56,4063228,3408668,1348776
2023-05-09 10:20:01,4046680,580660,3989328,213828,56,4063228,3408668,1357516
2023-05-09 10:25:01,4046680,551964,3960632,222020,56,4063228,3408668,1375376
2023-05-09 10:30:01,4046680,567944,3976612,205636,56,4063228,3408668,1360192
