datetime,rm,ru,rf,rs,rb,sz,ss,cm
2023-05-20 00:00:02,4046680,528976,4090808,221724,44,4063228,3561832,1844552
2023-05-20 00:05:02,4046680,512184,4074016,221780,44,4063228,3561832,1844788
2023-05-20 00:10:02,4046680,525096,4086928,221724,44,4063228,3561832,1847356
2023-05-20 00:15:02,4046680,541620,4103452,205340,44,4063228,3561832,1831140
2023-05-20 00:20:02,4046680,541960,4103792,205340,44,4063228,3561832,1831300
2023-05-20 00:25:01,4046680,541396,4103228,205340,44,4063228,3561832,1831448
2023-05-20 00:30:02,4046680,541804,4103636,205340,44,4063228,3561832,1831504
2023-05-20 00:35:01,4046680,541380,4103212,205340,44,4063228,3561832,1831660
2023-05-20 00:40:02,4046680,541548,4103380,205340,44,4063228,3561832,1831716
2023-05-20 00:45:02,4046680,540784,4102616,205340,44,4063228,3561832,1831860
2023-05-20 00:50:02,4046680,541044,4102876,205340,44,4063228,3561832,1831920
2023-05-20 00:55:02,4046680,540784,4102616,205340,44,4063228,3561832,1832080
2023-05-20 01:00:02,4046680,540288,4102120,205340,44,4063228,3561832,1832140
2023-05-20 01:05:02,4046680,516500,4078332,213588,44,4063228,3561832,1840556
2023-05-20 01:10:01,4046680,529764,4091596,213532,44,4063228,3561832,1843092
2023-05-20 01:15:02,4046680,529228,4091060,213532,44,4063228,3561832,1843264
2023-05-20 01:20:01,4046680,529876,4091708,213532,44,4063228,3561832,1843424
2023-05-20 01:25:02,4046680,535900,4097732,213532,44,4063228,3561832,1843604
2023-05-20 01:30:02,4046680,533788,4095620,213532,44,4063228,3561832,1843676
2023-05-20 01:35:02,4046680,533212,4095044,213532,44,4063228,3561832,1843840
2023-05-20 01:40:01,4046680,533308,4095140,213532,44,4063228,3561832,1843896
2023-05-20 01:45:02,4046680,532924,4094756,213532,44,4063228,3561832,1844040
2023-05-20 01:50:02,4046680,533048,4094880,213532,44,4063228,3561832,1844096
2023-05-20 01:55:01,4046680,532948,4094780,213532,44,4063228,3561832,1844240
2023-05-20 02:00:02,4046680,533096,4094928,213532,44,4063228,3561832,1844308
2023-05-20 02:05:02,4046680,508052,4069884,221780,44,4063228,3561832,1852692
2023-05-20 02:10:02,4046680,507772,4069604,221780,44,4063228,3561832,1852752
2023-05-20 02:15:02,4046680,519192,4081024,221724,44,4063228,3561832,1857636
2023-05-20 02:20:02,4046680,535932,4097764,205340,44,4063228,3561832,1841436
2023-05-20 02:25:01,4046680,535560,4097392,205340,44,4063228,3561832,1841576
2023-05-20 02:30:02,4046680,535808,4097640,205340,44,4063228,3561832,1841656
2023-05-20 02:35:02,4046680,534684,4096516,205340,44,4063228,3561832,1841796
2023-05-20 02:40:02,4046680,535404,4097236,205340,44,4063228,3561832,1841868
2023-05-20 02:45:02,4046680,534744,4096576,205340,44,4063228,3561832,1842016
2023-05-20 02:50:02,4046680,535364,4097196,205340,44,4063228,3561832,1842076
2023-05-20 02:55:02,4046680,534552,4096384,205340,44,4063228,3561832,1842248
2023-05-20 03:00:02,4046680,534940,4096772,205340,44,4063228,3561832,1842316
2023-05-20 03:05:02,4046680,509772,4071608,213588,44,4063228,3561836,1850760
2023-05-20 03:10:02,4046680,523368,4085204,213588,44,4063228,3561836,1853296
2023-05-20 03:15:02,4046680,507556,4069392,213588,44,4063228,3561836,1853556
2023-05-20 03:20:02,4046680,507024,4068860,213588,44,4063228,3561836,1853724
2023-05-20 03:25:01,4046680,506812,4068648,213588,44,4063228,3561836,1853924
2023-05-20 03:30:02,4046680,507200,4069036,213588,44,4063228,3561836,1853984
2023-05-20 03:35:02,4046680,507556,4069392,213588,44,4063228,3561836,1854152
2023-05-20 03:40:02,4046680,506836,4068672,213588,44,4063228,3561836,1854216
2023-05-20 03:45:01,4046680,506632,4068468,213588,44,4063228,3561836,1854360
2023-05-20 03:50:02,4046680,506260,4068096,213588,44,4063228,3561836,1854428
2023-05-20 03:55:02,4046680,498380,4060216,221780,44,4063228,3561836,1862744
2023-05-20 04:00:01,4046680,498256,4060092,221780,44,4063228,3561836,1862824
2023-05-20 04:05:02,4046680,444004,4005840,221780,44,4063228,3561836,1915400
2023-05-20 04:10:01,4046680,444304,4006140,221780,44,4063228,3561836,1915460
2023-05-20 04:15:02,4046680,458400,4020236,221724,44,4063228,3561836,1918692
2023-05-20 04:20:02,4046680,449720,4011556,229916,44,4063228,3561836,1927056
2023-05-20 04:25:01,4046680,449696,4011532,229916,44,4063228,3561836,1927180
2023-05-20 04:30:02,4046680,449300,4011136,229916,44,4063228,3561836,1927240
2023-05-20 04:35:01,4046680,449100,4010936,229916,44,4063228,3561836,1927380
2023-05-20 04:40:02,4046680,449544,4011380,229916,44,4063228,3561836,1927436
2023-05-20 04:45:02,4046680,449704,4011540,229916,44,4063228,3561836,1927580
2023-05-20 04:50:02,4046680,448972,4010808,229916,44,4063228,3561836,1927648
2023-05-20 04:55:02,4046680,448944,4010780,229916,44,4063228,3561836,1927776
