datetime,rm,ru,rf,rs,rb,sz,ss,cm
2023-05-13 00:00:02,4046680,642788,4003436,205304,44,4063228,3360648,1638528
2023-05-13 00:05:01,4046680,618000,3978648,213552,44,4063228,3360648,1647212
2023-05-13 00:10:02,4046680,631288,3991936,213496,44,4063228,3360648,1650712
2023-05-13 00:15:02,4046680,630312,3990960,213496,44,4063228,3360648,1651112
2023-05-13 00:20:02,4046680,622052,3982700,221692,44,4063228,3360648,1659696
2023-05-13 00:25:02,4046680,637572,3998220,205304,44,4063228,3360648,1643660
2023-05-13 00:30:01,4046680,637348,3997996,205304,44,4063228,3360648,1643996
2023-05-13 00:35:01,4046680,628832,3989480,213496,44,4063228,3360648,1652548
2023-05-13 00:40:02,4046680,628584,3989232,213496,44,4063228,3360648,1652920
2023-05-13 00:45:01,4046680,628476,3989124,213496,44,4063228,3360648,1653280
2023-05-13 00:50:02,4046680,627452,3988100,213496,44,4063228,3360648,1653520
2023-05-13 00:55:02,4046680,619300,3979948,221688,44,4063228,3360648,1661976
2023-05-13 01:00:02,4046680,636164,3996812,205304,44,4063228,3360648,1645940
2023-05-13 01:05:02,4046680,619544,3980192,205360,44,4063228,3360648,1646180
2023-05-13 01:10:02,4046680,618940,3979588,205360,44,4063228,3360648,1646440
2023-05-13 01:15:01,4046680,632000,3992648,205304,44,4063228,3360648,1649488
2023-05-13 01:20:02,4046680,623552,3984200,213496,44,4063228,3360648,1658036
2023-05-13 01:25:02,4046680,622880,3983528,213496,44,4063228,3360648,1658404
2023-05-13 01:30:02,4046680,622760,3983408,213496,44,4063228,3360648,1658776
2023-05-13 01:35:01,4046680,614076,3974724,221688,44,4063228,3360648,1667320
2023-05-13 01:40:02,4046680,629608,3990260,205308,44,4063228,3360652,1651308
2023-05-13 01:45:01,4046680,629808,3990460,205308,44,4063228,3360652,1651628
2023-05-13 01:50:02,4046680,621548,3982200,213500,44,4063228,3360652,1660284
2023-05-13 01:55:02,4046680,620648,3981300,213500,44,4063228,3360652,1660664
2023-05-13 02:00:01,4046680,620412,3981068,213500,44,4063228,3360656,1661000
2023-05-13 02:05:01,4046680,595116,3955772,221748,44,4063228,3360656,1669608
2023-05-13 02:10:02,4046680,624244,3984900,205308,44,4063228,3360656,1656672
2023-05-13 02:15:01,4046680,624452,3985108,205308,44,4063228,3360656,1656996
2023-05-13 02:20:02,4046680,623996,3984652,205308,44,4063228,3360656,1657256
2023-05-13 02:25:01,4046680,623128,3983784,205308,44,4063228,3360656,1657548
2023-05-13 02:30:02,4046680,615492,3976148,213500,44,4063228,3360656,1666100
2023-05-13 02:35:02,4046680,615160,3975816,213500,44,4063228,3360656,1666352
2023-05-13 02:40:02,4046680,615308,3975964,213500,44,4063228,3360656,1666624
2023-05-13 02:45:02,4046680,606132,3966788,221692,44,4063228,3360656,1675168
2023-05-13 02:50:02,4046680,622112,3982768,205308,44,4063228,3360656,1659256
2023-05-13 02:55:01,4046680,621732,3982388,205308,44,4063228,3360656,1659644
2023-05-13 03:00:02,4046680,621580,3982236,205308,44,4063228,3360656,1659972
2023-05-13 03:05:02,4046680,596004,3956660,213556,44,4063228,3360656,1668576
2023-05-13 03:10:01,4046680,579636,3940292,213556,44,4063228,3360656,1668980
2023-05-13 03:15:02,4046680,592628,3953284,213556,44,4063228,3360656,1672252
2023-05-13 03:20:01,4046680,584552,3945208,221748,44,4063228,3360656,1680784
2023-05-13 03:25:02,4046680,600508,3961164,205364,44,4063228,3360656,1664776
2023-05-13 03:30:02,4046680,599900,3960556,205364,44,4063228,3360656,1665144
2023-05-13 03:35:02,4046680,599696,3960352,205364,44,4063228,3360656,1665564
2023-05-13 03:40:01,4046680,591572,3952228,213556,44,4063228,3360656,1673984
2023-05-13 03:45:01,4046680,590960,3951616,213556,44,4063228,3360656,1674188
2023-05-13 03:50:02,4046680,590148,3950804,213556,44,4063228,3360656,1674612
2023-05-13 03:55:02,4046680,582700,3943356,221748,44,4063228,3360656,1683176
2023-05-13 04:00:02,4046680,582328,3942984,221748,44,4063228,3360656,1683328
2023-05-13 04:05:01,4046680,581984,3942640,205396,44,4063228,3360656,1667268
2023-05-13 04:10:02,4046680,581708,3942364,205396,44,4063228,3360656,1667632
2023-05-13 04:15:02,4046680,595224,3955880,205364,44,4063228,3360656,1670836
2023-05-13 04:20:02,4046680,586048,3946704,213556,44,4063228,3360656,1679388
2023-05-13 04:25:01,4046680,585288,3945944,213556,44,4063228,3360656,1679808
2023-05-13 04:30:02,4046680,585672,3946328,213556,44,4063228,3360656,1680152
2023-05-13 04:35:02,4046680,575980,3936636,221748,44,4063228,3360656,1688688
2023-05-13 04:40:02,4046680,568336,3928992,229940,44,4063228,3360656,1697260
2023-05-13 04:45:02,4046680,567036,3927692,229940,44,4063228,3360656,1697644
2023-05-13 04:50:02,4046680,566580,3927236,229940,44,4063228,3360656,1698068
2023-05-13 04:55:02,4046680,557968,3918624,238132,44,4063228,3360656,1706592
2023-05-13 05:00:02,4046680,557540,3918196,238132,44,4063228,3360656,1706932
2023-05-13 05:05:01,4046680,548600,3909256,238132,44,4063228,3360656,1716180
