datetime,rm,ru,rf,rs,rb,sz,ss,cm
2023-05-11 00:00:01,4046680,352772,3595824,206304,44,4063228,3243052,1479220
2023-05-11 00:05:02,4046680,335672,3578800,206360,44,4063228,3243128,1479724
2023-05-11 00:10:01,4046680,335312,3578440,206360,44,4063228,3243128,1480004
2023-05-11 00:15:01,4046680,348200,3591332,206304,44,4063228,3243132,1483100
2023-05-11 00:20:02,4046680,339612,3582744,214496,44,4063228,3243132,1491560
2023-05-11 00:25:02,4046680,351740,3598548,201788,44,4063228,3246808,1479156
2023-05-11 00:30:02,4046680,351772,3598580,201788,44,4063228,3246808,1479456
2023-05-11 00:35:02,4046680,352004,3598812,201788,44,4063228,3246808,1479824
2023-05-11 00:40:01,4046680,351028,3597836,201788,44,4063228,3246808,1480092
2023-05-11 00:45:02,4046680,342480,3589296,209980,44,4063228,3246816,1488492
2023-05-11 00:50:02,4046680,341968,3588784,209980,44,4063228,3246816,1488652
2023-05-11 00:55:02,4046680,342268,3589084,209980,44,4063228,3246816,1488924
2023-05-11 01:00:01,4046680,341868,3588684,209980,44,4063228,3246816,1489224
2023-05-11 01:05:02,4046680,381092,3627328,217684,44,4063228,3246236,1451240
2023-05-11 01:10:01,4046680,397460,3644576,202180,44,4063228,3247116,1436044
2023-05-11 01:15:01,4046680,396096,3643212,202180,44,4063228,3247116,1436344
2023-05-11 01:20:01,4046680,395916,3643032,202180,44,4063228,3247116,1436664
2023-05-11 01:25:02,4046680,387276,3634392,210372,44,4063228,3247116,1445168
2023-05-11 01:30:01,4046680,386664,3633780,210372,44,4063228,3247116,1445608
2023-05-11 01:35:01,4046680,386044,3633160,210372,44,4063228,3247116,1445952
2023-05-11 01:40:02,4046680,377720,3624836,218564,44,4063228,3247116,1454612
2023-05-11 01:45:01,4046680,391444,3640752,204372,44,4063228,3249308,1440724
2023-05-11 01:50:02,4046680,391500,3640808,204372,44,4063228,3249308,1441048
2023-05-11 01:55:01,4046680,390376,3639688,204376,44,4063228,3249312,1441384
2023-05-11 02:00:02,4046680,381940,3631252,212572,44,4063228,3249312,1449912
2023-05-11 02:05:02,4046680,365472,3614784,212624,44,4063228,3249312,1450356
2023-05-11 02:10:01,4046680,378880,3628192,212568,44,4063228,3249312,1453296
2023-05-11 02:15:01,4046680,380068,3629380,212568,44,4063228,3249312,1453472
2023-05-11 02:20:02,4046680,378432,3627744,212568,44,4063228,3249312,1453732
2023-05-11 02:25:02,4046680,369984,3619300,220760,44,4063228,3249316,1462224
2023-05-11 02:30:01,4046680,361312,3610644,228952,44,4063228,3249332,1470760
2023-05-11 02:35:01,4046680,361188,3610520,228952,44,4063228,3249332,1471168
2023-05-11 02:40:02,4046680,352696,3602032,237144,44,4063228,3249336,1479728
2023-05-11 02:45:02,4046680,351704,3601044,237144,44,4063228,3249340,1480004
2023-05-11 02:50:02,4046680,351620,3600960,237144,44,4063228,3249340,1480312
2023-05-11 02:55:01,4046680,342572,3591912,245336,44,4063228,3249340,1488908
2023-05-11 03:00:02,4046680,382772,3632972,205236,44,4063228,3250200,1449200
2023-05-11 03:05:02,4046680,378216,3628424,205292,44,4063228,3250208,1453336
2023-05-11 03:10:01,4046680,377388,3627600,205296,44,4063228,3250212,1453580
2023-05-11 03:15:02,4046680,368616,3618828,213488,44,4063228,3250212,1462192
2023-05-11 03:20:02,4046680,368636,3618848,213488,44,4063228,3250212,1462516
2023-05-11 03:25:02,4046680,364192,3614404,213488,44,4063228,3250212,1462908
2023-05-11 03:30:02,4046680,356224,3606440,221680,44,4063228,3250216,1471372
2023-05-11 03:35:01,4046680,372484,3622700,205296,44,4063228,3250216,1455196
2023-05-11 03:40:02,4046680,356912,3607128,205296,44,4063228,3250216,1455532
2023-05-11 03:45:02,4046680,356292,3606512,205296,44,4063228,3250220,1455712
2023-05-11 03:50:02,4046680,356540,3606760,205296,44,4063228,3250220,1455996
2023-05-11 03:55:02,4046680,348628,3598848,213488,44,4063228,3250220,1464552
2023-05-11 04:00:01,4046680,347984,3598204,213488,44,4063228,3250220,1464932
2023-05-11 04:05:02,4046680,330224,3580444,213520,44,4063228,3250220,1465324
2023-05-11 04:10:01,4046680,322344,3572564,221712,44,4063228,3250220,1473856
2023-05-11 04:15:01,4046680,338324,3588544,205328,44,4063228,3250220,1457808
2023-05-11 04:20:02,4046680,350732,3600952,205328,44,4063228,3250220,1461324
2023-05-11 04:25:02,4046680,350092,3600312,205296,44,4063228,3250220,1461640
2023-05-11 04:30:02,4046680,179988,3430208,213488,44,4063228,3250220,1472112
2023-05-11 04:35:02,4046680,254132,3504352,213488,44,4063228,3250220,1472540
2023-05-11 04:40:01,4046680,254260,3504480,213488,44,4063228,3250220,1472860
