datetime,rm,ru,rf,rs,rb,sz,ss,cm
2023-05-05 08:40:01,4046680,464300,3736016,201800,56,4063228,3271716,1108712
2023-05-05 08:45:02,4046680,461548,3733404,201800,56,4063228,3271856,1109004
2023-05-05 08:50:01,4046680,460680,3732536,201800,56,4063228,3271856,1109332
2023-05-05 08:55:01,4046680,538736,3810656,209992,56,4063228,3271920,1118020
2023-05-05 09:00:01,4046680,769340,4041368,209992,56,4063228,3272028,1118700
2023-05-05 09:05:02,4046680,822056,4094084,210024,56,4063228,3272028,1119656
2023-05-05 09:10:01,4046680,818376,4090408,210024,56,4063228,3272032,1119936
2023-05-05 09:15:01,4046680,823432,4095464,218184,56,4063228,3272032,1129940
2023-05-05 09:20:01,4046680,840180,4116000,205560,56,4063228,3275820,1117812
2023-05-05 09:25:01,4046680,841932,4117784,205560,56,4063228,3275852,1118160
2023-05-05 09:30:02,4046680,840368,4116264,205560,56,4063228,3275896,1118580
2023-05-05 09:35:01,4046680,622332,3898236,213752,56,4063228,3275904,1334384
2023-05-05 09:40:01,4046680,586808,3885204,213896,56,4063228,3298396,1800288
2023-05-05 09:45:01,4046680,298608,3597564,213840,56,4063228,3298956,2011388
2023-05-05 09:50:01,4046680,225156,3636732,220584,56,4063228,3411576,1988380
2023-05-05 09:55:01,4046680,220348,3633736,205616,56,4063228,3413388,1888664
2023-05-05 10:00:02,4046680,219176,3632612,205616,56,4063228,3413436,1889044
2023-05-05 10:05:02,4046680,192288,3605724,213864,56,4063228,3413436,1898176
2023-05-05 10:10:01,4046680,416384,3826304,211244,56,4063228,3409920,1693180
2023-05-05 10:15:01,4046680,528136,3938076,211244,56,4063228,3409940,1697628
2023-05-05 10:20:02,4046680,698088,4108852,211244,56,4063228,3410764,1699596
2023-05-05 10:25:01,4046680,697952,4111056,205268,56,4063228,3413104,1694100
2023-05-05 10:30:01,4046680,692500,4105612,205268,56,4063228,3413112,1694492
2023-05-05 10:35:01,4046680,691492,4104604,205268,56,4063228,3413112,1694760
2023-05-05 10:40:01,4046680,688968,4102300,205268,56,4063228,3413332,1696008
2023-05-05 10:45:01,4046680,688180,4101532,205268,56,4063228,3413352,1696296
2023-05-05 10:50:01,4046680,679888,4093240,213460,56,4063228,3413352,1704744
2023-05-05 10:55:01,4046680,669484,4082840,213460,56,4063228,3413356,1705012
2023-05-05 11:00:01,4046680,668484,4081840,213460,56,4063228,3413356,1705248
2023-05-05 11:05:01,4046680,671560,4084916,213516,56,4063228,3413356,1705700
2023-05-05 11:10:01,4046680,664352,4077708,213516,56,4063228,3413356,1705952
2023-05-05 11:15:01,4046680,672288,4085992,205672,56,4063228,3413704,1699356
2023-05-05 11:20:01,4046680,641288,4055000,205616,56,4063228,3413712,1703352
2023-05-05 11:25:01,4046680,638188,4051912,205616,56,4063228,3413724,1703600
2023-05-05 11:30:01,4046680,655428,4069152,205616,56,4063228,3413724,1703848
2023-05-05 11:35:01,4046680,645572,4059296,205616,56,4063228,3413724,1704136
2023-05-05 11:40:02,4046680,674340,4088088,213808,56,4063228,3413748,1713028
2023-05-05 11:45:02,4046680,674848,4088596,213808,56,4063228,3413748,1713148
2023-05-05 11:50:02,4046680,680664,4094420,213808,56,4063228,3413756,1713488
2023-05-05 11:55:02,4046680,679432,4093216,213808,56,4063228,3413784,1713760
2023-05-05 12:00:02,4046680,696044,4109828,213808,56,4063228,3413784,1714012
2023-05-05 12:05:02,4046680,681540,4095332,222000,56,4063228,3413792,1722556
2023-05-05 12:10:02,4046680,696508,4110368,205616,56,4063228,3413860,1706536
2023-05-05 12:15:02,4046680,691944,4105824,205616,56,4063228,3413880,1708356
2023-05-05 12:20:02,4046680,688552,4102556,205616,56,4063228,3414004,1708972
2023-05-05 12:25:02,4046680,700664,4114736,205616,56,4063228,3414072,1709428
2023-05-05 12:30:02,4046680,699896,4113980,205564,56,4063228,3414084,1709588
2023-05-05 12:35:02,4046680,685328,4099416,213808,56,4063228,3414088,1717996
2023-05-05 12:40:02,4046680,684532,4098620,213808,56,4063228,3414088,1718172
2023-05-05 12:45:01,4046680,668076,4082164,213808,56,4063228,3414088,1718332
2023-05-05 12:50:01,4046680,655100,4069192,213808,56,4063228,3414092,1718500
2023-05-05 12:55:01,4046680,655288,4069380,213808,56,4063228,3414092,1718700
2023-05-05 13:00:01,4046680,656468,4070560,213808,56,4063228,3414092,1718864
2023-05-05 13:05:02,4046680,632360,4046452,222056,56,4063228,3414092,1727324
2023-05-05 13:10:02,4046680,632648,4046740,222056,56,4063228,3414092,1727380
2023-05-05 13:15:02,4046680,664044,4078136,205616,56,4063228,3414092,1711596
2023-05-05 13:20:02,4046680,664244,4078336,205616,56,4063228,3414092,1711892
2023-05-05 13:25:02,4046680,654108,4068200,205616,56,4063228,3414092,1712120
2023-05-05 13:30:01,4046680,645096,4059188,205616,56,4063228,3414092,1715672
2023-05-05 13:35:02,4046680,688044,4102136,205616,56,4063228,3414092,1715924
2023-05-05 13:40:02,4046680,680216,4094308,213808,56,4063228,3414092,1724320
2023-05-05 13:45:02,4046680,679392,4093484,213808,56,4063228,3414092,1724512
2023-05-05 13:50:01,4046680,672776,4086868,213808,56,4063228,3414092,1724684
