datetime,rm,ru,rf,rs,rb,sz,ss,cm
2023-05-22 00:00:02,4046680,456004,4020212,213536,44,4063228,3564208,1966688
2023-05-22 00:05:02,4046680,438888,4003096,213592,44,4063228,3564208,1966952
2023-05-22 00:10:01,4046680,451168,4015376,213536,44,4063228,3564208,1969196
2023-05-22 00:15:02,4046680,451152,4015360,213536,44,4063228,3564208,1969428
2023-05-22 00:20:02,4046680,451584,4015792,213536,44,4063228,3564208,1969488
2023-05-22 00:25:02,4046680,450772,4014980,213536,44,4063228,3564208,1969724
2023-05-22 00:30:02,4046680,443388,4007596,221728,44,4063228,3564208,1978108
2023-05-22 00:35:01,4046680,442256,4006464,221732,44,4063228,3564208,1978312
2023-05-22 00:40:02,4046680,459064,4023272,205348,44,4063228,3564208,1961984
2023-05-22 00:45:02,4046680,458608,4022816,205348,44,4063228,3564208,1962164
2023-05-22 00:50:02,4046680,458268,4022476,205348,44,4063228,3564208,1962236
2023-05-22 00:55:02,4046680,458268,4022476,205348,44,4063228,3564208,1962368
2023-05-22 01:00:02,4046680,457576,4021784,205348,44,4063228,3564208,1962432
2023-05-22 01:05:01,4046680,441788,4005996,205404,44,4063228,3564208,1962620
2023-05-22 01:10:02,4046680,454904,4019112,205348,44,4063228,3564208,1965808
2023-05-22 01:15:01,4046680,454656,4018864,205348,44,4063228,3564208,1965932
2023-05-22 01:20:02,4046680,455044,4019252,205348,44,4063228,3564208,1965964
2023-05-22 01:25:02,4046680,454440,4018648,205348,44,4063228,3564208,1966108
2023-05-22 01:30:02,4046680,454672,4018880,205348,44,4063228,3564208,1966260
2023-05-22 01:35:02,4046680,446044,4010252,213540,44,4063228,3564208,1974608
2023-05-22 01:40:01,4046680,446088,4010296,213540,44,4063228,3564208,1974668
2023-05-22 01:45:02,4046680,446580,4010788,213540,44,4063228,3564208,1974796
2023-05-22 01:50:02,4046680,445832,4010040,213540,44,4063228,3564208,1974852
2023-05-22 01:55:01,4046680,445440,4009648,213540,44,4063228,3564208,1974980
2023-05-22 02:00:02,4046680,445464,4009672,213540,44,4063228,3564208,1975024
2023-05-22 02:05:01,4046680,429404,3993612,213596,44,4063228,3564208,1975216
2023-05-22 02:10:02,4046680,428828,3993036,213596,44,4063228,3564208,1975268
2023-05-22 02:15:02,4046680,442272,4006480,213540,44,4063228,3564208,1978252
2023-05-22 02:20:02,4046680,442072,4006280,213540,44,4063228,3564208,1978312
2023-05-22 02:25:02,4046680,441776,4005984,213540,44,4063228,3564208,1978452
2023-05-22 02:30:02,4046680,442508,4006716,213536,44,4063228,3564208,1978608
2023-05-22 02:35:02,4046680,441156,4005364,213540,44,4063228,3564208,1978740
2023-05-22 02:40:02,4046680,433392,3997600,221732,44,4063228,3564208,1986980
2023-05-22 02:45:02,4046680,433112,3997320,221732,44,4063228,3564208,1987136
2023-05-22 02:50:02,4046680,433040,3997248,221732,44,4063228,3564208,1987196
2023-05-22 02:55:02,4046680,432900,3997108,221732,44,4063228,3564208,1987324
2023-05-22 03:00:01,4046680,429940,3994148,221732,44,4063228,3564208,1987384
2023-05-22 03:05:02,4046680,443348,4007556,205404,44,4063228,3564208,1973720
2023-05-22 03:10:01,4046680,443044,4007252,205404,44,4063228,3564208,1973788
2023-05-22 03:15:02,4046680,442780,4006988,205404,44,4063228,3564208,1973924
2023-05-22 03:20:01,4046680,443100,4007312,205404,44,4063228,3564212,1973980
2023-05-22 03:25:02,4046680,444116,4008328,205404,44,4063228,3564212,1974116
