datetime,rm,ru,rf,rs,rb,sz,ss,cm
2023-05-15 00:00:01,4046680,647096,4211568,205360,44,4063228,3564472,1929748
2023-05-15 00:05:02,4046680,630704,4195176,205416,44,4063228,3564472,1930060
2023-05-15 00:10:02,4046680,643076,4207548,205360,44,4063228,3564472,1933528
2023-05-15 00:15:02,4046680,609508,4173980,205360,44,4063228,3564472,1933712
2023-05-15 00:20:01,4046680,601324,4165796,213552,44,4063228,3564472,1942184
2023-05-15 00:25:01,4046680,600264,4164736,213552,44,4063228,3564472,1942496
2023-05-15 00:30:02,4046680,600548,4165020,213552,44,4063228,3564472,1942860
2023-05-15 00:35:02,4046680,591140,4155612,221744,44,4063228,3564472,1951400
2023-05-15 00:40:02,4046680,607852,4172324,205360,44,4063228,3564472,1935356
2023-05-15 00:45:02,4046680,606796,4171268,205360,44,4063228,3564472,1935720
2023-05-15 00:50:02,4046680,606968,4171440,205360,44,4063228,3564472,1936052
2023-05-15 00:55:02,4046680,598108,4162580,213552,44,4063228,3564472,1944572
2023-05-15 01:00:02,4046680,594832,4159304,213552,44,4063228,3564472,1945024
2023-05-15 01:05:02,4046680,578228,4142700,213608,44,4063228,3564472,1945504
2023-05-15 01:10:02,4046680,582044,4146516,221744,44,4063228,3564472,1957228
2023-05-15 01:15:02,4046680,597100,4161572,205360,44,4063228,3564472,1941224
2023-05-15 01:20:01,4046680,591220,4155692,205360,44,4063228,3564472,1941584
2023-05-15 01:25:01,4046680,590832,4155304,205360,44,4063228,3564472,1941940
2023-05-15 01:30:02,4046680,579760,4144232,213552,44,4063228,3564472,1950388
2023-05-15 01:35:02,4046680,582400,4146872,213552,44,4063228,3564472,1950740
2023-05-15 01:40:01,4046680,582244,4146716,213552,44,4063228,3564472,1950948
2023-05-15 01:45:02,4046680,581904,4146376,213552,44,4063228,3564472,1951152
2023-05-15 01:50:01,4046680,574216,4138688,221744,44,4063228,3564472,1959648
2023-05-15 01:55:02,4046680,589228,4153700,205360,44,4063228,3564472,1943624
2023-05-15 02:00:02,4046680,590360,4154832,205360,44,4063228,3564472,1943988
2023-05-15 02:05:02,4046680,572532,4137004,205416,44,4063228,3564472,1944408
2023-05-15 02:10:02,4046680,578068,4142540,213552,44,4063228,3564472,1955536
2023-05-15 02:15:01,4046680,576968,4141440,213552,44,4063228,3564472,1955920
