datetime,rm,ru,rf,rs,rb,sz,ss,cm
2023-05-12 00:00:01,4046680,513180,3762656,213380,44,4063228,3249476,1120868
2023-05-12 00:05:01,4046680,496088,3745564,213436,44,4063228,3249476,1121380
2023-05-12 00:10:02,4046680,500396,3749876,221572,44,4063228,3249480,1133004
2023-05-12 00:15:02,4046680,516900,3766380,205188,44,4063228,3249480,1116784
2023-05-12 00:20:02,4046680,521380,3770860,205188,44,4063228,3249480,1117076
2023-05-12 00:25:02,4046680,521628,3771108,205188,44,4063228,3249480,1117404
2023-05-12 00:30:01,4046680,521132,3770612,205188,44,4063228,3249480,1117760
2023-05-12 00:35:02,4046680,512096,3761576,213380,44,4063228,3249480,1126348
2023-05-12 00:40:01,4046680,512288,3761768,213380,44,4063228,3249480,1126556
2023-05-12 00:45:02,4046680,511884,3761364,213380,44,4063228,3249480,1126840
2023-05-12 00:50:02,4046680,503632,3753112,221572,44,4063228,3249480,1135332
2023-05-12 00:55:01,4046680,516156,3765636,205188,44,4063228,3249480,1119328
2023-05-12 01:00:02,4046680,516076,3765556,205188,44,4063228,3249480,1119672
2023-05-12 01:05:01,4046680,499196,3748676,205244,44,4063228,3249480,1120100
2023-05-12 01:10:02,4046680,490656,3740136,213468,44,4063228,3249480,1128656
2023-05-12 01:15:02,4046680,502888,3752368,213380,44,4063228,3249480,1132028
2023-05-12 01:20:01,4046680,502888,3752368,213380,44,4063228,3249480,1132372
2023-05-12 01:25:02,4046680,494112,3743592,221572,44,4063228,3249480,1140928
2023-05-12 01:30:02,4046680,510896,3760376,205188,44,4063228,3249480,1124860
2023-05-12 01:35:01,4046680,509456,3758936,205188,44,4063228,3249480,1125284
2023-05-12 01:40:02,4046680,510392,3759876,205188,44,4063228,3249484,1125416
2023-05-12 01:45:01,4046680,501252,3750736,213380,44,4063228,3249484,1133976
2023-05-12 01:50:02,4046680,501248,3750732,213380,44,4063228,3249484,1134284
2023-05-12 01:55:01,4046680,500328,3749812,213380,44,4063228,3249484,1134724
2023-05-12 02:00:02,4046680,491648,3741132,221572,44,4063228,3249484,1143300
2023-05-12 02:05:02,4046680,504096,3753580,205188,44,4063228,3249484,1130468
2023-05-12 02:10:01,4046680,504236,3753720,205188,44,4063228,3249484,1130708
2023-05-12 02:15:02,4046680,503740,3753224,205188,44,4063228,3249484,1130980
2023-05-12 02:20:02,4046680,495732,3745216,213380,44,4063228,3249484,1139544
2023-05-12 02:25:02,4046680,494824,3744308,213380,44,4063228,3249484,1139916
2023-05-12 02:30:01,4046680,495168,3744652,213380,44,4063228,3249484,1140336
2023-05-12 02:35:02,4046680,485720,3735204,221572,44,4063228,3249484,1148956
2023-05-12 02:40:02,4046680,477700,3727184,229764,44,4063228,3249484,1157504
2023-05-12 02:45:02,4046680,476684,3726168,229764,44,4063228,3249484,1158008
2023-05-12 02:50:01,4046680,468260,3717744,237956,44,4063228,3249484,1166564
2023-05-12 02:55:01,4046680,467924,3717408,237956,44,4063228,3249484,1167012
2023-05-12 03:00:02,4046680,467364,3716848,237956,44,4063228,3249484,1167408
