datetime,rm,ru,rf,rs,rb,sz,ss,cm
2023-05-19 00:00:02,4046680,647264,4209288,221780,44,4063228,3562024,1754096
2023-05-19 00:05:02,4046680,659036,4221212,205452,44,4063228,3562176,1738000
2023-05-19 00:10:02,4046680,756652,4318828,205484,44,4063228,3562176,1738152
2023-05-19 00:15:01,4046680,750184,4312360,205396,44,4063228,3562176,1741024
2023-05-19 00:20:02,4046680,742200,4304376,205396,44,4063228,3562176,1741088
2023-05-19 00:25:02,4046680,737176,4299352,205396,44,4063228,3562176,1741280
2023-05-19 00:30:02,4046680,731468,4293644,205396,44,4063228,3562176,1741328
2023-05-19 00:35:02,4046680,727876,4290052,205396,44,4063228,3562176,1741488
2023-05-19 00:40:01,4046680,727880,4290056,205396,44,4063228,3562176,1741536
2023-05-19 00:45:02,4046680,727760,4289936,205396,44,4063228,3562176,1741680
2023-05-19 00:50:02,4046680,727460,4289636,205396,44,4063228,3562176,1741724
2023-05-19 00:55:02,4046680,727692,4289868,205396,44,4063228,3562176,1741860
2023-05-19 01:00:01,4046680,716520,4278696,213588,44,4063228,3562176,1750100
2023-05-19 01:05:02,4046680,713524,4275700,213588,44,4063228,3562176,1753240
2023-05-19 01:10:02,4046680,713188,4275364,213588,44,4063228,3562176,1753288
2023-05-19 01:15:02,4046680,712952,4275128,213588,44,4063228,3562176,1753524
2023-05-19 01:20:02,4046680,712988,4275164,213588,44,4063228,3562176,1753572
2023-05-19 01:25:01,4046680,712348,4274524,213588,44,4063228,3562176,1753724
2023-05-19 01:30:02,4046680,712612,4274788,213588,44,4063228,3562176,1753796
2023-05-19 01:35:01,4046680,712044,4274220,213588,44,4063228,3562176,1753916
2023-05-19 01:40:02,4046680,712036,4274212,213588,44,4063228,3562176,1753968
2023-05-19 01:45:01,4046680,711796,4273972,213588,44,4063228,3562176,1754100
2023-05-19 01:50:02,4046680,712428,4274604,213588,44,4063228,3562176,1754148
2023-05-19 01:55:01,4046680,711672,4273848,213588,44,4063228,3562176,1754272
2023-05-19 02:00:02,4046680,704120,4266296,221780,44,4063228,3562176,1762512
2023-05-19 02:05:02,4046680,686828,4249004,221836,44,4063228,3562176,1762712
2023-05-19 02:10:01,4046680,687340,4249516,221836,44,4063228,3562176,1762760
2023-05-19 02:15:02,4046680,703440,4265616,205452,44,4063228,3562176,1746600
2023-05-19 02:20:02,4046680,716948,4279124,205396,44,4063228,3562176,1749172
2023-05-19 02:25:01,4046680,716500,4278676,205396,44,4063228,3562176,1749312
2023-05-19 02:30:02,4046680,716624,4278800,205396,44,4063228,3562176,1749360
2023-05-19 02:35:02,4046680,716252,4278428,205396,44,4063228,3562176,1749516
2023-05-19 02:40:02,4046680,716484,4278660,205396,44,4063228,3562176,1749580
2023-05-19 02:45:02,4046680,715920,4278096,205396,44,4063228,3562176,1749704
2023-05-19 02:50:01,4046680,716140,4278316,205396,44,4063228,3562176,1749772
2023-05-19 02:55:02,4046680,715768,4277944,205396,44,4063228,3562176,1749900
2023-05-19 03:00:02,4046680,716636,4278812,205396,44,4063228,3562176,1749952
2023-05-19 03:05:02,4046680,699544,4261720,205452,44,4063228,3562176,1750152
2023-05-19 03:10:02,4046680,699652,4261828,205452,44,4063228,3562176,1750224
2023-05-19 03:15:02,4046680,703468,4265644,213644,44,4063228,3562176,1761828
2023-05-19 03:20:01,4046680,703564,4265740,213644,44,4063228,3562176,1761876
2023-05-19 03:25:02,4046680,703328,4265504,213644,44,4063228,3562176,1762008
2023-05-19 03:30:01,4046680,704112,4266288,213644,44,4063228,3562176,1762060
2023-05-19 03:35:01,4046680,703428,4265604,213644,44,4063228,3562176,1762204
2023-05-19 03:40:02,4046680,703396,4265572,213644,44,4063228,3562176,1762252
2023-05-19 03:45:02,4046680,702848,4265024,213644,44,4063228,3562176,1762396
2023-05-19 03:50:02,4046680,688144,4250320,213644,44,4063228,3562176,1762464
2023-05-19 03:55:02,4046680,687664,4249840,213644,44,4063228,3562176,1762592
2023-05-19 04:00:02,4046680,687608,4249784,213644,44,4063228,3562176,1762640
2023-05-19 04:05:02,4046680,684136,4246312,213644,44,4063228,3562176,1765344
2023-05-19 04:10:01,4046680,684532,4246708,213644,44,4063228,3562176,1765408
2023-05-19 04:15:02,4046680,676184,4238360,221836,44,4063228,3562176,1773828
2023-05-19 04:20:01,4046680,676612,4238788,221836,44,4063228,3562176,1773896
2023-05-19 04:25:02,4046680,680128,4242304,221780,44,4063228,3562176,1773956
2023-05-19 04:30:02,4046680,680012,4242188,221780,44,4063228,3562176,1774008
2023-05-19 04:35:02,4046680,696016,4258192,205396,44,4063228,3562176,1757752
2023-05-19 04:40:02,4046680,696636,4258812,205396,44,4063228,3562176,1757796
2023-05-19 04:45:01,4046680,695892,4258068,205396,44,4063228,3562176,1757920
2023-05-19 04:50:02,4046680,696388,4258564,205396,44,4063228,3562176,1757976
2023-05-19 04:55:01,4046680,695960,4258136,205396,44,4063228,3562176,1758108
2023-05-19 05:00:02,4046680,696356,4258532,205396,44,4063228,3562176,1758160
2023-05-19 05:05:01,4046680,678580,4240756,205428,44,4063228,3562176,1758272
2023-05-19 05:10:02,4046680,679600,4241776,205428,44,4063228,3562176,1758324
2023-05-19 05:15:02,4046680,691352,4253528,205396,44,4063228,3562176,1762064
2023-05-19 05:20:02,4046680,692288,4254464,205396,44,4063228,3562176,1762136
2023-05-19 05:25:02,4046680,691988,4254164,205396,44,4063228,3562176,1762260
2023-05-19 05:30:02,4046680,683032,4245208,213588,44,4063228,3562176,1770500
2023-05-19 05:35:02,4046680,682796,4244972,213588,44,4063228,3562176,1770644
2023-05-19 05:40:02,4046680,683724,4245900,213588,44,4063228,3562176,1770692
2023-05-19 05:45:02,4046680,683152,4245328,213588,44,4063228,3562176,1770828
2023-05-19 05:50:01,4046680,682528,4244704,213588,44,4063228,3562176,1770880
2023-05-19 05:55:02,4046680,682300,4244476,213588,44,4063228,3562176,1771016
2023-05-19 06:00:01,4046680,682488,4244664,213588,44,4063228,3562176,1771064
2023-05-19 06:05:02,4046680,663424,4225600,213620,44,4063228,3562176,1771248
2023-05-19 06:10:02,4046680,663064,4225240,213620,44,4063228,3562176,1771292
2023-05-19 06:15:02,4046680,675852,4238032,213588,44,4063228,3562180,1774212
2023-05-19 06:20:02,4046680,676224,4238404,213588,44,4063228,3562180,1774264
2023-05-19 06:25:02,4046680,676116,4238296,213588,44,4063228,3562180,1774408
2023-05-19 06:30:01,4046680,667688,4229868,221780,44,4063228,3562180,1782648
2023-05-19 06:35:01,4046680,664584,4226764,221780,44,4063228,3562180,1782804
2023-05-19 06:40:02,4046680,664680,4226860,221780,44,4063228,3562180,1782852
2023-05-19 06:45:01,4046680,664652,4226836,221780,44,4063228,3562184,1782984
2023-05-19 06:50:02,4046680,664312,4226496,221780,44,4063228,3562184,1783032
2023-05-19 06:55:02,4046680,680704,4242888,205396,44,4063228,3562184,1766792
2023-05-19 07:00:01,4046680,681268,4243452,205396,44,4063228,3562184,1766844
2023-05-19 07:05:01,4046680,664984,4227168,205428,44,4063228,3562184,1767020
2023-05-19 07:10:02,4046680,678044,4240228,205396,44,4063228,3562184,1769904
2023-05-19 07:15:01,4046680,677232,4239416,205396,44,4063228,3562184,1770132
2023-05-19 07:20:02,4046680,677728,4239912,205396,44,4063228,3562184,1770196
2023-05-19 07:25:02,4046680,674008,4236192,205396,44,4063228,3562184,1770316
2023-05-19 07:30:01,4046680,675052,4237236,205396,44,4063228,3562184,1770376
2023-05-19 07:35:02,4046680,603804,4165988,205340,44,4063228,3562184,1826124
2023-05-19 07:40:01,4046680,603376,4165560,205340,44,4063228,3562184,1826196
