datetime,rm,ru,rf,rs,rb,sz,ss,cm
2023-05-18 00:00:02,4046680,481868,4045552,221756,44,4063228,3563684,1602624
2023-05-18 00:05:02,4046680,465316,4029000,221812,44,4063228,3563684,1602828
2023-05-18 00:10:02,4046680,481808,4045492,205428,44,4063228,3563684,1586668
2023-05-18 00:15:02,4046680,481520,4045204,205428,44,4063228,3563684,1586812
2023-05-18 00:20:02,4046680,546272,4109956,205372,44,4063228,3563684,1589900
2023-05-18 00:25:02,4046680,546288,4109972,205372,44,4063228,3563684,1590064
2023-05-18 00:30:02,4046680,546356,4110040,205372,44,4063228,3563684,1590188
2023-05-18 00:35:02,4046680,541752,4105436,205428,44,4063228,3563684,1590572
2023-05-18 00:40:02,4046680,788508,4352192,205460,44,4063228,3563684,1408156
2023-05-18 00:45:01,4046680,451892,4015576,205428,44,4063228,3563684,1897860
2023-05-18 00:50:02,4046680,517220,4080904,213620,44,4063228,3563684,1907756
2023-05-18 00:55:02,4046680,521340,4085024,213620,44,4063228,3563684,1909564
2023-05-18 01:00:02,4046680,540508,4104192,213620,44,4063228,3563684,1911992
2023-05-18 01:05:01,4046680,523640,4087324,213676,44,4063228,3563684,1912240
2023-05-18 01:10:01,4046680,537000,4100684,213620,44,4063228,3563684,1915076
2023-05-18 01:15:02,4046680,536972,4100656,213620,44,4063228,3563684,1915228
2023-05-18 01:20:01,4046680,536576,4100260,213620,44,4063228,3563684,1915360
2023-05-18 01:25:02,4046680,613756,4177440,213620,44,4063228,3563684,1837644
2023-05-18 01:30:02,4046680,607296,4170980,221812,44,4063228,3563684,1845972
2023-05-18 01:35:02,4046680,607212,4170896,221812,44,4063228,3563684,1846096
2023-05-18 01:40:01,4046680,606120,4169804,221836,44,4063228,3563684,1846252
2023-05-18 01:45:11,4046680,606508,4170192,221812,44,4063228,3563684,1846400
2023-05-18 01:50:01,4046680,606616,4170300,221812,44,4063228,3563684,1846480
2023-05-18 01:55:02,4046680,622636,4186320,205428,44,4063228,3563684,1830240
2023-05-18 02:00:01,4046680,622792,4186476,205428,44,4063228,3563684,1830368
2023-05-18 02:05:01,4046680,619124,4182808,205428,44,4063228,3563684,1833636
2023-05-18 02:10:02,4046680,619056,4182740,205428,44,4063228,3563684,1833864
2023-05-18 02:15:01,4046680,618860,4182548,205428,44,4063228,3563688,1834020
2023-05-18 02:20:02,4046680,618132,4181820,205428,44,4063228,3563688,1834144
2023-05-18 02:25:02,4046680,618280,4181968,205428,44,4063228,3563688,1834280
2023-05-18 02:30:01,4046680,539064,4102752,205428,44,4063228,3563688,1834416
2023-05-18 02:35:01,4046680,530784,4094472,213620,44,4063228,3563688,1842744
2023-05-18 02:40:02,4046680,530784,4094472,213620,44,4063228,3563688,1842876
2023-05-18 02:45:02,4046680,530412,4094100,213620,44,4063228,3563688,1843004
2023-05-18 02:50:02,4046680,529976,4093664,213620,44,4063228,3563688,1843132
2023-05-18 02:55:02,4046680,529580,4093268,213620,44,4063228,3563688,1843256
2023-05-18 03:00:02,4046680,533940,4097628,213564,44,4063228,3563688,1843260
2023-05-18 03:05:02,4046680,531560,4095248,213620,44,4063228,3563688,1846148
2023-05-18 03:10:02,4046680,529664,4093352,213620,44,4063228,3563688,1846300
2023-05-18 03:15:02,4046680,530072,4093760,213620,44,4063228,3563688,1846452
2023-05-18 03:20:02,4046680,530860,4094548,213648,44,4063228,3563688,1846540
2023-05-18 03:25:02,4046680,506756,4070444,221812,44,4063228,3563688,1854836
2023-05-18 03:30:02,4046680,506284,4069972,221840,44,4063228,3563688,1854928
2023-05-18 03:35:02,4046680,506012,4069700,221812,44,4063228,3563688,1855032
2023-05-18 03:40:01,4046680,506428,4070116,221812,44,4063228,3563688,1855080
2023-05-18 03:45:02,4046680,505448,4069136,221812,44,4063228,3563688,1855220
2023-05-18 03:50:01,4046680,505900,4069588,221812,44,4063228,3563688,1855268
2023-05-18 03:55:01,4046680,522064,4085752,205428,44,4063228,3563688,1839016
2023-05-18 04:00:02,4046680,522484,4086172,205428,44,4063228,3563688,1839064
2023-05-18 04:05:02,4046680,505336,4069024,205460,44,4063228,3563688,1839244
2023-05-18 04:10:02,4046680,518980,4082668,205460,44,4063228,3563688,1841684
2023-05-18 04:15:02,4046680,518964,4082652,205428,44,4063228,3563688,1841792
2023-05-18 04:20:02,4046680,519812,4083500,205400,44,4063228,3563688,1841816
2023-05-18 04:25:01,4046680,519212,4082900,205428,44,4063228,3563688,1841976
2023-05-18 04:30:02,4046680,519320,4083008,205428,44,4063228,3563688,1842024
2023-05-18 04:35:02,4046680,518964,4082652,205428,44,4063228,3563688,1842160
2023-05-18 04:40:01,4046680,518556,4082244,205428,44,4063228,3563688,1842212
2023-05-18 04:45:02,4046680,518856,4082544,205428,44,4063228,3563688,1842348
2023-05-18 04:50:01,4046680,518756,4082444,205428,44,4063228,3563688,1842396
2023-05-18 04:55:01,4046680,510600,4074288,213620,44,4063228,3563688,1850728
2023-05-18 05:00:02,4046680,511256,4074944,213620,44,4063228,3563688,1850772
2023-05-18 05:05:02,4046680,490396,4054084,213620,44,4063228,3563688,1853944
2023-05-18 05:10:01,4046680,490436,4054124,213620,44,4063228,3563688,1854116
2023-05-18 05:15:02,4046680,490660,4054348,213620,44,4063228,3563688,1854220
2023-05-18 05:20:01,4046680,491412,4055100,213620,44,4063228,3563688,1854268
2023-05-18 05:25:02,4046680,490876,4054564,213620,44,4063228,3563688,1854400
2023-05-18 05:30:02,4046680,490960,4054648,213620,44,4063228,3563688,1854468
2023-05-18 05:35:02,4046680,490396,4054084,213620,44,4063228,3563688,1854596
2023-05-18 05:40:01,4046680,490356,4054044,213620,44,4063228,3563688,1854644
2023-05-18 05:45:02,4046680,490272,4053960,213620,44,4063228,3563688,1854772
2023-05-18 05:50:02,4046680,490468,4054156,213620,44,4063228,3563688,1854824
2023-05-18 05:55:02,4046680,481864,4045552,221812,44,4063228,3563688,1863148
2023-05-18 06:00:02,4046680,481796,4045484,221812,44,4063228,3563688,1863196
2023-05-18 06:05:02,4046680,465012,4028700,221844,44,4063228,3563688,1863412
2023-05-18 06:10:01,4046680,481692,4045380,205460,44,4063228,3563688,1847144
2023-05-18 06:15:01,4046680,495116,4058804,205428,44,4063228,3563688,1850136
2023-05-18 06:20:02,4046680,495596,4059284,205428,44,4063228,3563688,1850188
2023-05-18 06:25:01,4046680,494332,4058020,205428,44,4063228,3563688,1850424
2023-05-18 06:30:02,4046680,494772,4058460,205428,44,4063228,3563688,1850472
2023-05-18 06:35:01,4046680,494016,4057704,205428,44,4063228,3563688,1850656
2023-05-18 06:40:02,4046680,493728,4057416,205428,44,4063228,3563688,1850700
2023-05-18 06:45:02,4046680,493908,4057596,205428,44,4063228,3563688,1850860
2023-05-18 06:50:01,4046680,494492,4058180,205428,44,4063228,3563688,1850912
2023-05-18 06:55:02,4046680,493728,4057416,205428,44,4063228,3563688,1851036
2023-05-18 07:00:02,4046680,485476,4049164,213620,44,4063228,3563688,1859276
2023-05-18 07:05:02,4046680,469120,4032808,213652,44,4063228,3563688,1859436
2023-05-18 07:10:02,4046680,469272,4032960,213652,44,4063228,3563688,1859484
2023-05-18 07:15:02,4046680,482156,4045844,213620,44,4063228,3563688,1862452
2023-05-18 07:20:02,4046680,482376,4046064,213620,44,4063228,3563688,1862500
2023-05-18 07:25:02,4046680,482312,4046000,213620,44,4063228,3563688,1862636
2023-05-18 07:30:01,4046680,481984,4045672,213620,44,4063228,3563688,1862684
2023-05-18 07:35:02,4046680,482072,4045760,213620,44,4063228,3563688,1862812
2023-05-18 07:40:02,4046680,482172,4045860,213620,44,4063228,3563688,1862860
2023-05-18 07:45:02,4046680,482376,4046064,213620,44,4063228,3563688,1862984
2023-05-18 07:50:02,4046680,481104,4044792,213620,44,4063228,3563688,1863032
2023-05-18 07:55:01,4046680,481292,4044980,213620,44,4063228,3563688,1863160
2023-05-18 08:00:02,4046680,481788,4045476,213620,44,4063228,3563688,1863208
2023-05-18 08:05:02,4046680,448248,4011936,213652,44,4063228,3563688,1864308
2023-05-18 08:10:01,4046680,448364,4012052,213652,44,4063228,3563688,1864356
2023-05-18 08:15:02,4046680,453500,4017188,221812,44,4063228,3563688,1875028
2023-05-18 08:20:02,4046680,451588,4015276,221844,44,4063228,3563688,1875128
2023-05-18 08:25:02,4046680,451548,4015236,221812,44,4063228,3563688,1875220
2023-05-18 08:30:02,4046680,451784,4015472,221812,44,4063228,3563688,1875268
2023-05-18 08:35:01,4046680,468008,4031696,205428,44,4063228,3563688,1859004
2023-05-18 08:40:02,4046680,468072,4031760,205428,44,4063228,3563688,1859052
2023-05-18 08:45:02,4046680,503812,4067500,205428,44,4063228,3563688,1859212
2023-05-18 08:50:02,4046680,504120,4067808,205428,44,4063228,3563688,1859260
2023-05-18 08:55:01,4046680,503372,4067060,205428,44,4063228,3563688,1859392
2023-05-18 09:00:02,4046680,503800,4067488,205428,44,4063228,3563688,1859452
2023-05-18 09:05:02,4046680,487460,4051148,205460,44,4063228,3563688,1859612
2023-05-18 09:10:02,4046680,487300,4050988,205460,44,4063228,3563688,1859660
2023-05-18 09:15:02,4046680,509304,4072992,205372,44,4063228,3563688,1865464
2023-05-18 09:20:01,4046680,508988,4072676,205372,44,4063228,3563688,1865516
2023-05-18 09:25:02,4046680,509056,4072744,205372,44,4063228,3563688,1865676
2023-05-18 09:30:01,4046680,502508,4066196,205372,44,4063228,3563688,1865736
2023-05-18 09:35:02,4046680,497716,4061404,213564,44,4063228,3563688,1874104
2023-05-18 09:40:02,4046680,497944,4061632,213564,44,4063228,3563688,1874148
2023-05-18 09:45:01,4046680,498036,4061724,213564,44,4063228,3563688,1874284
2023-05-18 09:50:02,4046680,498104,4061792,213564,44,4063228,3563688,1874336
2023-05-18 09:55:02,4046680,497664,4061352,213564,44,4063228,3563688,1874460
2023-05-18 10:00:02,4046680,497136,4060824,213564,44,4063228,3563688,1874512
2023-05-18 10:05:02,4046680,481168,4044856,213620,44,4063228,3563688,1874700
2023-05-18 10:10:01,4046680,543040,4106728,213564,44,4063228,3563688,1878200
2023-05-18 10:15:02,4046680,542084,4105772,213564,44,4063228,3563688,1878444
2023-05-18 10:20:02,4046680,527728,4091416,213564,44,4063228,3563688,1886680
2023-05-18 10:25:02,4046680,524920,4088608,213564,44,4063228,3563688,1886864
2023-05-18 10:30:01,4046680,521000,4084688,213564,44,4063228,3563688,1888160
2023-05-18 10:35:02,4046680,511832,4075520,221756,44,4063228,3563688,1896528
2023-05-18 10:40:02,4046680,510956,4074644,221756,44,4063228,3563688,1896576
2023-05-18 10:45:02,4046680,511180,4074868,221756,44,4063228,3563688,1896752
2023-05-18 10:50:02,4046680,504740,4068428,221756,44,4063228,3563688,1896824
2023-05-18 10:55:02,4046680,515216,4078904,205372,44,4063228,3563688,1880592
2023-05-18 11:00:02,4046680,514044,4077732,205372,44,4063228,3563688,1880704
2023-05-18 11:05:01,4046680,474036,4037724,205428,44,4063228,3563688,1880992
2023-05-18 11:10:02,4046680,467580,4031268,205428,44,4063228,3563688,1881092
2023-05-18 11:15:02,4046680,509812,4073500,205372,44,4063228,3563688,1884136
2023-05-18 11:20:02,4046680,510356,4074044,205372,44,4063228,3563688,1884256
2023-05-18 11:25:02,4046680,509224,4072912,205372,44,4063228,3563688,1884528
2023-05-18 11:30:01,4046680,509756,4073444,205372,44,4063228,3563688,1884596
2023-05-18 11:35:02,4046680,509116,4072804,205372,44,4063228,3563688,1884788
2023-05-18 11:40:02,4046680,508656,4072344,205372,44,4063228,3563688,1884864
2023-05-18 11:45:01,4046680,499532,4063220,213564,44,4063228,3563688,1893280
2023-05-18 11:50:02,4046680,499096,4062784,213564,44,4063228,3563688,1893416
2023-05-18 11:55:02,4046680,498804,4062492,213564,44,4063228,3563688,1893692
2023-05-18 12:00:02,4046680,498744,4062432,213564,44,4063228,3563688,1893792
2023-05-18 12:05:02,4046680,481828,4045516,213620,44,4063228,3563688,1894048
2023-05-18 12:10:01,4046680,457484,4021172,213620,44,4063228,3563688,1894188
2023-05-18 12:15:01,4046680,467904,4031592,213564,44,4063228,3563688,1898908
2023-05-18 12:20:02,4046680,467900,4031588,213564,44,4063228,3563688,1898980
2023-05-18 12:25:02,4046680,467724,4031412,213564,44,4063228,3563688,1899360
2023-05-18 12:30:01,4046680,467836,4031524,213564,44,4063228,3563688,1899436
2023-05-18 12:35:02,4046680,466872,4030560,213564,44,4063228,3563688,1899568
2023-05-18 12:40:02,4046680,466828,4030516,213564,44,4063228,3563688,1899620
2023-05-18 12:45:01,4046680,466996,4030684,213564,44,4063228,3563688,1899760
2023-05-18 12:50:02,4046680,458720,4022408,221756,44,4063228,3563688,1908000
2023-05-18 12:55:01,4046680,458920,4022608,221756,44,4063228,3563688,1908148
2023-05-18 13:00:02,4046680,458656,4022344,221748,44,4063228,3563688,1908192
2023-05-18 13:05:01,4046680,442552,4006240,221812,44,4063228,3563688,1908456
2023-05-18 13:10:02,4046680,455768,4019456,221756,44,4063228,3563688,1911908
2023-05-18 13:15:01,4046680,446188,4009876,229948,44,4063228,3563688,1920424
2023-05-18 13:20:02,4046680,447644,4011332,229948,44,4063228,3563688,1920644
2023-05-18 13:25:02,4046680,447040,4010728,229948,44,4063228,3563688,1920808
2023-05-18 13:30:02,4046680,446932,4010620,229948,44,4063228,3563688,1920868
2023-05-18 13:35:02,4046680,430796,3994484,229948,44,4063228,3563688,1921024
2023-05-18 13:40:02,4046680,429356,3993044,229948,44,4063228,3563688,1921108
2023-05-18 13:45:02,4046680,435324,3999012,229948,44,4063228,3563688,1921228
2023-05-18 13:50:02,4046680,434784,3998472,229948,44,4063228,3563688,1921340
2023-05-18 13:55:02,4046680,388348,3952036,229948,44,4063228,3563688,1921508
