datetime,rm,ru,rf,rs,rb,sz,ss,cm
2023-05-07 00:00:02,4046680,659260,4070588,213808,56,4063228,3411328,1496188
2023-05-07 00:05:02,4046680,655364,4066692,213808,56,4063228,3411328,1499384
2023-05-07 00:10:02,4046680,655860,4067188,213808,56,4063228,3411328,1499596
2023-05-07 00:15:02,4046680,645444,4056780,213808,56,4063228,3411336,1509640
2023-05-07 00:20:01,4046680,636780,4048116,222000,56,4063228,3411336,1518048
2023-05-07 00:25:02,4046680,653092,4064428,205616,56,4063228,3411336,1502020
2023-05-07 00:30:02,4046680,652776,4064112,205616,56,4063228,3411336,1502268
2023-05-07 00:35:02,4046680,652404,4063740,205616,56,4063228,3411336,1502492
2023-05-07 00:40:01,4046680,652388,4063724,205616,56,4063228,3411336,1502724
2023-05-07 00:45:01,4046680,652512,4063848,205616,56,4063228,3411336,1502776
2023-05-07 00:50:01,4046680,643744,4055080,213808,56,4063228,3411336,1511092
2023-05-07 00:55:01,4046680,643832,4055168,213808,56,4063228,3411336,1511284
2023-05-07 01:00:02,4046680,643336,4054672,213808,56,4063228,3411336,1511632
2023-05-07 01:05:02,4046680,640440,4051776,213808,56,4063228,3411336,1514512
2023-05-07 01:10:02,4046680,640220,4051556,213808,56,4063228,3411336,1514772
2023-05-07 01:15:02,4046680,631540,4042876,222000,56,4063228,3411336,1523216
2023-05-07 01:20:02,4046680,623356,4034692,230192,56,4063228,3411336,1531644
2023-05-07 01:25:02,4046680,622736,4034072,230192,56,4063228,3411336,1531996
2023-05-07 01:30:02,4046680,622472,4033808,230192,56,4063228,3411336,1532252
2023-05-07 01:35:02,4046680,622440,4033776,230192,56,4063228,3411336,1532488
2023-05-07 01:40:01,4046680,614024,4025360,238384,56,4063228,3411336,1540900
2023-05-07 01:45:02,4046680,613420,4024756,238384,56,4063228,3411336,1541140
2023-05-07 01:50:01,4046680,613424,4024760,238384,56,4063228,3411336,1541384
2023-05-07 01:55:01,4046680,612760,4024096,238384,56,4063228,3411336,1541652
2023-05-07 02:00:02,4046680,605460,4016796,246576,56,4063228,3411336,1550080
2023-05-07 02:05:02,4046680,641692,4053028,205616,56,4063228,3411336,1512592
2023-05-07 02:10:02,4046680,641900,4053236,205616,56,4063228,3411336,1512680
2023-05-07 02:15:02,4046680,642148,4053484,205616,56,4063228,3411336,1512840
2023-05-07 02:20:02,4046680,641748,4053084,205672,56,4063228,3411336,1513112
2023-05-07 02:25:02,4046680,641460,4052796,205616,56,4063228,3411336,1513364
2023-05-07 02:30:01,4046680,633332,4044668,213808,56,4063228,3411336,1521780
2023-05-07 02:35:01,4046680,632848,4044184,213808,56,4063228,3411336,1522032
2023-05-07 02:40:01,4046680,633544,4044880,213808,56,4063228,3411336,1522268
2023-05-07 02:45:01,4046680,631964,4043300,213808,56,4063228,3411336,1522516
2023-05-07 02:50:01,4046680,631820,4043156,213808,56,4063228,3411336,1522756
2023-05-07 02:55:01,4046680,623292,4034628,222000,56,4063228,3411336,1531256
2023-05-07 03:00:02,4046680,639776,4051112,205616,56,4063228,3411336,1515196
2023-05-07 03:05:01,4046680,621980,4033316,205672,56,4063228,3411336,1515564
2023-05-07 03:10:01,4046680,635516,4046852,205672,56,4063228,3411336,1518800
2023-05-07 03:15:01,4046680,627192,4038528,213864,56,4063228,3411336,1527228
2023-05-07 03:20:02,4046680,626712,4038048,213864,56,4063228,3411336,1527504
2023-05-07 03:25:01,4046680,625844,4037180,213864,56,4063228,3411336,1527844
2023-05-07 03:30:01,4046680,626092,4037428,213864,56,4063228,3411336,1528088
2023-05-07 03:35:02,4046680,625928,4037264,213864,56,4063228,3411336,1528152
2023-05-07 03:40:02,4046680,626324,4037660,213864,56,4063228,3411336,1528340
2023-05-07 03:45:02,4046680,602212,4013548,222056,56,4063228,3411336,1536736
