datetime,rm,ru,rf,rs,rb,sz,ss,cm
2023-05-16 00:00:02,4046680,391720,3956392,205372,44,4063228,3564672,1815960
2023-05-16 00:05:02,4046680,322912,3887584,213624,44,4063228,3564672,1826932
2023-05-16 00:10:02,4046680,381164,3945836,213564,44,4063228,3564672,1827216
2023-05-16 00:15:01,4046680,379552,3944224,213564,44,4063228,3564672,1827536
2023-05-16 00:20:02,4046680,371756,3936428,221756,44,4063228,3564672,1836064
2023-05-16 00:25:01,4046680,371260,3935932,221756,44,4063228,3564672,1836220
2023-05-16 00:30:02,4046680,387612,3952284,205372,44,4063228,3564672,1820108
2023-05-16 00:35:01,4046680,387116,3951788,205372,44,4063228,3564672,1820396
2023-05-16 00:40:02,4046680,388396,3953068,205372,44,4063228,3564672,1820720
2023-05-16 00:45:02,4046680,378576,3943248,213564,44,4063228,3564672,1829244
2023-05-16 00:50:02,4046680,378552,3943224,213564,44,4063228,3564672,1829572
2023-05-16 00:55:02,4046680,377264,3941936,213564,44,4063228,3564672,1829884
2023-05-16 01:00:01,4046680,378372,3943044,213568,44,4063228,3564672,1830208
2023-05-16 01:05:01,4046680,368932,3933604,205428,44,4063228,3564672,1822472
2023-05-16 01:10:02,4046680,381956,3946628,205372,44,4063228,3564672,1825208
2023-05-16 01:15:02,4046680,381924,3946596,205372,44,4063228,3564672,1825464
2023-05-16 01:20:02,4046680,382364,3947036,205372,44,4063228,3564672,1825788
2023-05-16 01:25:02,4046680,373336,3938008,213564,44,4063228,3564672,1834344
2023-05-16 01:30:01,4046680,374336,3939008,213564,44,4063228,3564672,1834680
2023-05-16 01:35:02,4046680,374248,3938920,213564,44,4063228,3564672,1835036
2023-05-16 01:40:01,4046680,374776,3939448,213564,44,4063228,3564672,1835360
2023-05-16 01:45:01,4046680,382184,3946856,205372,44,4063228,3564672,1827500
2023-05-16 01:50:02,4046680,382152,3946824,205372,44,4063228,3564672,1827676
2023-05-16 01:55:01,4046680,381896,3946568,205372,44,4063228,3564672,1827976
2023-05-16 02:00:02,4046680,381580,3946252,205372,44,4063228,3564672,1828240
2023-05-16 02:05:02,4046680,369620,3934292,213564,44,4063228,3564672,1840260
2023-05-16 02:10:02,4046680,369156,3933828,213564,44,4063228,3564672,1840588
2023-05-16 02:15:02,4046680,368932,3933604,213564,44,4063228,3564672,1840960
2023-05-16 02:20:01,4046680,369948,3934620,213564,44,4063228,3564672,1841232
2023-05-16 02:25:01,4046680,359508,3924180,221756,44,4063228,3564672,1849792
2023-05-16 02:30:02,4046680,375652,3940324,205372,44,4063228,3564672,1833688
2023-05-16 02:35:01,4046680,376132,3940804,205372,44,4063228,3564672,1833944
2023-05-16 02:40:02,4046680,375892,3940564,205372,44,4063228,3564672,1834176
2023-05-16 02:45:02,4046680,367452,3932124,213564,44,4063228,3564672,1842676
2023-05-16 02:50:02,4046680,367560,3932232,213564,44,4063228,3564672,1843000
2023-05-16 02:55:02,4046680,366460,3931132,213564,44,4063228,3564672,1843332
2023-05-16 03:00:02,4046680,366800,3931472,213564,44,4063228,3564672,1843724
2023-05-16 03:05:01,4046680,356884,3921556,205428,44,4063228,3564672,1836008
2023-05-16 03:10:02,4046680,356700,3921372,205428,44,4063228,3564672,1836360
