datetime,1m,5m,15m,put,rut,pst,rst,pit,rit,rnt
2023-05-04 12:31:01,0.11,0.05,0.05,0,4400756,0,2318662,98,970436300,65525
2023-05-04 12:35:02,0.08,0.04,0.05,0,4401262,0,2319138,98,970506904,65525
2023-05-04 12:40:01,0.00,0.03,0.05,0,4401731,0,2319587,99,970595571,65525
2023-05-04 12:45:01,0.11,0.06,0.05,0,4402427,0,2319948,99,970684122,65525
2023-05-04 12:50:01,0.00,0.02,0.05,0,4402993,0,2320296,98,970772818,65525
2023-05-04 12:55:01,0.09,0.05,0.06,0,4403352,0,2320629,98,970861770,65525
2023-05-04 13:00:02,0.00,0.02,0.05,0,4403858,0,2321151,98,970950335,65525
2023-05-04 13:05:01,0.00,0.01,0.05,0,4404172,0,2321415,99,971039450,65525
2023-05-04 13:10:01,0.01,0.02,0.05,0,4404493,0,2321709,99,971126990,65525
2023-05-04 13:15:01,0.00,0.01,0.05,0,4404925,0,2322062,99,971217330,65525
2023-05-04 13:20:01,0.00,0.01,0.05,2,4405727,0,2322439,97,971304285,65525
2023-05-04 13:25:01,0.08,0.03,0.05,1,4406234,0,2322788,98,971394548,65525
2023-05-04 13:30:01,0.03,0.03,0.05,0,4406575,0,2323099,99,971482007,65525
2023-05-04 13:35:01,0.00,0.02,0.05,0,4408522,0,2323558,99,971570630,65525
2023-05-04 13:40:01,0.00,0.01,0.05,0,4408900,0,2323926,99,971657959,65525
2023-05-04 13:45:02,0.00,0.01,0.05,0,4409290,0,2324309,99,971748264,65525
2023-05-04 13:50:01,0.03,0.03,0.05,0,4409671,0,2324663,99,971835625,65525
2023-05-04 13:55:02,0.00,0.01,0.05,0,4410221,0,2325035,99,971925801,65525
2023-05-04 14:00:01,0.03,0.04,0.05,0,4410946,0,2325386,99,972012833,65525
2023-05-04 14:05:01,0.06,0.03,0.05,0,4411472,0,2325746,98,972101537,65525
2023-05-04 14:10:02,0.15,0.08,0.06,1,4413163,0,2326313,97,972190219,65525
2023-05-04 14:15:01,0.00,0.03,0.05,0,4413562,0,2326627,98,972277605,65525
2023-05-04 14:20:02,0.06,0.03,0.05,0,4413937,0,2326977,98,972367954,65525
2023-05-04 14:25:01,0.03,0.04,0.05,0,4414285,0,2327269,98,972455462,65525
2023-05-04 14:30:01,0.00,0.01,0.05,0,4414690,0,2327547,99,972544427,65525
2023-05-04 14:35:02,0.00,0.01,0.05,0,4415041,0,2327819,99,972634911,65525
2023-05-04 14:40:01,0.08,0.03,0.05,0,4415531,0,2328143,99,972722217,65525
2023-05-04 14:45:02,0.08,0.03,0.05,1,4416149,0,2328525,98,972811851,65525
