datetime,1m,5m,15m,put,rut,pst,rst,pit,rit,rnt
2023-05-21 00:00:02,0.00,0.01,0.05,0,7284065,0,4549757,99,1390333690,72764
2023-05-21 00:05:02,0.00,0.01,0.05,1,7284567,0,4550117,98,1390422502,72764
2023-05-21 00:10:02,0.00,0.01,0.05,0,7284836,0,4550325,99,1390511782,72764
2023-05-21 00:15:01,0.01,0.02,0.05,0,7285184,0,4550645,99,1390600803,72764
2023-05-21 00:20:02,0.00,0.01,0.05,0,7285444,0,4550850,99,1390690096,72764
2023-05-21 00:25:01,0.00,0.02,0.05,0,7285829,0,4551237,99,1390778958,72764
2023-05-21 00:30:02,0.00,0.01,0.05,0,7286091,0,4551456,99,1390868223,72764
2023-05-21 00:35:02,0.00,0.01,0.05,0,7286430,0,4551745,99,1390957287,72764
2023-05-21 00:40:01,0.00,0.01,0.05,0,7286694,0,4551956,99,1391046563,72764
2023-05-21 00:45:01,0.00,0.01,0.05,0,7287031,0,4552268,99,1391135606,72764
2023-05-21 00:50:02,0.00,0.01,0.05,0,7287300,0,4552475,99,1391224884,72764
2023-05-21 00:55:01,0.00,0.01,0.05,0,7287651,0,4552805,99,1391313884,72764
2023-05-21 01:00:02,0.00,0.01,0.05,0,7287918,0,4553026,99,1391403130,72764
2023-05-21 01:05:02,0.03,0.02,0.05,0,7288454,0,4553382,99,1391491924,72764
2023-05-21 01:10:02,0.00,0.01,0.05,0,7288713,0,4553594,99,1391581218,72764
2023-05-21 01:15:01,0.00,0.03,0.05,0,7289069,0,4553913,99,1391670252,72764
2023-05-21 01:20:02,0.05,0.03,0.05,0,7289327,0,4554123,99,1391759531,72764
2023-05-21 01:25:02,0.00,0.02,0.05,0,7289747,0,4554523,99,1391848346,72764
2023-05-21 01:30:02,0.00,0.01,0.05,0,7290003,0,4554729,99,1391937646,72764
2023-05-21 01:35:02,0.00,0.01,0.05,0,7290344,0,4555054,99,1392026691,72764
2023-05-21 01:40:01,0.00,0.01,0.05,0,7290642,0,4555261,99,1392115945,72764
2023-05-21 01:45:02,0.16,0.07,0.06,0,7290990,0,4555585,99,1392204983,72764
2023-05-21 01:50:02,0.00,0.03,0.05,0,7291256,0,4555801,99,1392294242,72764
2023-05-21 01:55:01,0.10,0.05,0.05,0,7291609,0,4556128,99,1392383269,72764
2023-05-21 02:00:02,0.01,0.03,0.05,0,7291875,0,4556337,99,1392472548,72764
2023-05-21 02:05:02,0.00,0.03,0.05,1,7292384,0,4556688,98,1392561386,72764
2023-05-21 02:10:02,0.07,0.05,0.05,0,7292658,0,4556907,99,1392650657,72764
2023-05-21 02:15:02,0.01,0.03,0.05,0,7293002,0,4557226,99,1392739701,72764
2023-05-21 02:20:01,0.14,0.06,0.06,0,7293268,0,4557440,99,1392828985,72764
2023-05-21 02:25:01,0.01,0.03,0.05,0,7293657,0,4557833,99,1392917832,72764
2023-05-21 02:30:02,0.00,0.01,0.05,0,7293927,0,4558048,99,1393007107,72764
2023-05-21 02:35:02,0.00,0.01,0.05,0,7294271,0,4558359,99,1393096159,72764
2023-05-21 02:40:02,0.00,0.01,0.05,0,7294536,0,4558586,99,1393185424,72764
2023-05-21 02:45:02,0.00,0.01,0.05,0,7294887,0,4558898,99,1393274458,72764
2023-05-21 02:50:02,0.06,0.03,0.05,0,7295166,0,4559105,99,1393363730,72764
2023-05-21 02:55:02,0.07,0.03,0.05,0,7295516,0,4559410,99,1393452777,72764
2023-05-21 03:00:01,0.04,0.04,0.05,0,7295785,0,4559618,99,1393542063,72764
2023-05-21 03:05:02,0.05,0.04,0.05,0,7296146,0,4559929,99,1393631105,72764
2023-05-21 03:10:02,0.03,0.04,0.05,0,7296413,0,4560153,99,1393720366,72764
2023-05-21 03:15:02,0.00,0.01,0.05,0,7296910,0,4560491,99,1393809236,72764
2023-05-21 03:20:02,0.16,0.06,0.06,0,7297180,0,4560716,99,1393898461,72778
2023-05-21 03:25:02,0.05,0.04,0.05,0,7297569,0,4561141,99,1393987242,72778
2023-05-21 03:30:01,0.08,0.04,0.05,0,7297846,0,4561371,99,1394076468,72778
2023-05-21 03:35:02,0.04,0.04,0.05,0,7298179,0,4561685,99,1394165507,72778
2023-05-21 03:40:01,0.08,0.06,0.05,0,7298451,0,4561921,99,1394254740,72778
2023-05-21 03:45:02,0.00,0.02,0.05,0,7298794,0,4562227,99,1394343808,72778
2023-05-21 03:50:01,0.01,0.02,0.05,0,7299063,0,4562456,99,1394433073,72778
2023-05-21 03:55:02,0.00,0.01,0.05,0,7299397,0,4562769,99,1394522125,72778
2023-05-21 04:00:01,0.01,0.02,0.05,0,7299656,0,4562998,99,1394611364,72778
2023-05-21 04:05:02,0.07,0.03,0.05,0,7300020,0,4563314,99,1394700397,72778
2023-05-21 04:10:01,0.00,0.01,0.05,0,7300272,0,4563546,99,1394789641,72778
2023-05-21 04:15:02,0.00,0.01,0.05,0,7300629,0,4563832,99,1394878709,72778
2023-05-21 04:20:02,0.08,0.03,0.05,0,7301046,0,4564077,99,1394967826,72778
2023-05-21 04:25:01,0.00,0.01,0.05,0,7301429,0,4564457,99,1395055203,72778
2023-05-21 04:30:02,0.00,0.01,0.05,0,7301703,0,4564698,99,1395145880,72778
2023-05-21 04:35:02,0.00,0.01,0.05,0,7302061,0,4564984,99,1395234938,72778
2023-05-21 04:40:02,0.00,0.01,0.05,0,7302313,0,4565216,99,1395324213,72778
2023-05-21 04:45:02,0.03,0.05,0.05,0,7302661,0,4565508,99,1395411799,72778
2023-05-21 04:50:02,0.00,0.02,0.05,0,7302939,0,4565743,99,1395502524,72778
2023-05-21 04:55:02,0.00,0.01,0.05,0,7303272,0,4566022,99,1395591580,72778
2023-05-21 05:00:01,0.05,0.03,0.05,0,7303542,0,4566232,99,1395679400,72778
2023-05-21 05:05:02,0.00,0.01,0.05,0,7303949,0,4566550,99,1395768369,72778
2023-05-21 05:10:02,0.00,0.01,0.05,0,7304209,0,4566761,99,1395859101,72779
2023-05-21 05:15:02,0.00,0.01,0.05,0,7304709,0,4567126,99,1395946502,72779
2023-05-21 05:20:02,0.00,0.01,0.05,0,7304969,0,4567335,99,1396035799,72779
2023-05-21 05:25:02,0.01,0.03,0.05,0,7305359,0,4567731,99,1396124650,72779
2023-05-21 05:30:02,0.00,0.03,0.05,0,7305621,0,4567943,99,1396213936,72779
2023-05-21 05:35:02,0.01,0.02,0.05,0,7306009,0,4568260,99,1396302935,72779
2023-05-21 05:40:02,0.00,0.01,0.05,0,7306277,0,4568463,99,1396392224,72779
2023-05-21 05:45:01,0.03,0.04,0.05,0,7306636,0,4568774,99,1396481250,72779
2023-05-21 05:50:02,0.17,0.06,0.06,0,7306922,1,4569154,93,1396569559,73374
2023-05-21 05:55:02,0.00,0.03,0.05,0,7307272,0,4569457,99,1396658619,73374
2023-05-21 06:00:02,0.00,0.01,0.05,0,7307532,0,4569663,99,1396747922,73374
2023-05-21 06:05:02,0.00,0.01,0.05,0,7307893,0,4569970,99,1396836966,73374
2023-05-21 06:10:02,0.02,0.02,0.05,0,7308306,0,4570213,99,1396926078,73374
2023-05-21 06:15:02,0.04,0.04,0.05,0,7308657,0,4570532,99,1397015110,73374
2023-05-21 06:20:01,0.00,0.01,0.05,0,7308919,0,4570753,99,1397104369,73374
2023-05-21 06:25:02,0.00,0.01,0.05,0,7309296,0,4571155,99,1397193221,73374
2023-05-21 06:30:02,0.00,0.01,0.05,0,7309552,0,4571364,99,1397282503,73374
2023-05-21 06:35:02,0.02,0.03,0.05,0,7309879,0,4571675,99,1397371574,73374
2023-05-21 06:40:01,0.00,0.01,0.05,0,7310144,0,4571891,99,1397460852,73374
2023-05-21 06:45:02,0.02,0.02,0.05,0,7310471,0,4572208,99,1397549917,73374
2023-05-21 06:50:02,0.05,0.03,0.05,0,7310732,0,4572424,99,1397639203,73374
2023-05-21 06:55:01,0.01,0.02,0.05,0,7311060,0,4572742,99,1397728257,73374
2023-05-21 07:00:02,0.04,0.04,0.05,0,7311324,0,4572951,99,1397817547,73374
2023-05-21 07:05:01,0.00,0.01,0.05,1,7311833,0,4573303,98,1397906392,73374
2023-05-21 07:10:02,0.04,0.03,0.05,0,7312094,0,4573516,99,1397995680,73374
2023-05-21 07:15:01,0.04,0.03,0.05,0,7312448,0,4573837,99,1398084703,73374
2023-05-21 07:20:02,0.00,0.01,0.05,0,7312717,0,4574046,99,1398173998,73374
2023-05-21 07:25:02,0.00,0.01,0.05,0,7313108,0,4574433,99,1398262902,73374
2023-05-21 07:30:02,0.07,0.04,0.05,0,7313378,0,4574640,99,1398352192,73374
2023-05-21 07:35:02,0.00,0.03,0.05,0,7313726,0,4574949,99,1398441253,73374
2023-05-21 07:40:01,0.00,0.01,0.05,0,7313995,0,4575161,99,1398530534,73374
2023-05-21 07:45:01,0.00,0.01,0.05,0,7314351,0,4575470,99,1398619591,73374
2023-05-21 07:50:02,0.00,0.01,0.05,0,7314616,0,4575669,99,1398708901,73374
2023-05-21 07:55:01,0.00,0.01,0.05,0,7314965,0,4575974,99,1398797972,73374
2023-05-21 08:00:02,0.00,0.01,0.05,0,7315221,0,4576182,99,1398887269,73374
2023-05-21 08:05:02,0.00,0.01,0.05,0,7315608,0,4576497,99,1398976267,73374
