datetime,1m,5m,15m,put,rut,pst,rst,pit,rit,rnt
2023-05-09 00:00:01,0.00,0.03,0.05,0,5115278,0,2872483,98,1084713408,67306
2023-05-09 00:05:02,0.05,0.04,0.05,0,5116048,0,2873336,98,1084801103,67306
2023-05-09 00:10:01,0.01,0.04,0.05,0,5116835,0,2874244,98,1084888722,67306
2023-05-09 00:15:01,0.00,0.03,0.05,0,5117745,0,2875165,98,1084976237,67306
2023-05-09 00:20:01,0.00,0.02,0.05,0,5118467,0,2875987,98,1085064116,67306
2023-05-09 00:25:01,0.13,0.08,0.06,0,5119300,0,2876909,98,1085151698,67306
2023-05-09 00:30:01,0.01,0.05,0.05,0,5120048,0,2877741,98,1085239475,67306
2023-05-09 00:35:01,0.17,0.07,0.06,0,5120838,0,2878665,99,1085327056,67306
2023-05-09 00:40:01,0.12,0.10,0.06,1,5121677,1,2879543,97,1085414681,67306
2023-05-09 00:45:01,0.00,0.04,0.05,0,5122418,1,2880349,97,1085502493,67306
2023-05-09 00:50:01,0.03,0.04,0.05,0,5123170,1,2881187,97,1085590239,67306
2023-05-09 00:55:01,0.02,0.03,0.05,1,5123896,1,2881997,97,1085678061,67306
2023-05-09 01:00:01,0.06,0.04,0.05,1,5124717,1,2882920,97,1085765649,67306
2023-05-09 01:05:01,0.07,0.06,0.05,0,5125453,0,2883737,98,1085853446,67306
2023-05-09 01:10:01,0.01,0.04,0.05,0,5126340,0,2884548,98,1085941147,67306
2023-05-09 01:15:01,0.00,0.01,0.05,0,5127100,0,2885384,98,1086028892,67306
2023-05-09 01:20:01,0.02,0.04,0.05,0,5127892,0,2886252,98,1086116593,67306
2023-05-09 01:25:02,0.06,0.04,0.05,0,5128636,1,2887140,97,1086204288,67306
2023-05-09 01:30:01,0.00,0.01,0.05,0,5129360,0,2887955,99,1086292092,67306
2023-05-09 01:35:01,0.18,0.11,0.07,0,5130204,0,2888917,98,1086379594,67306
2023-05-09 01:40:02,0.05,0.09,0.07,0,5130974,0,2889755,98,1086467342,67306
2023-05-09 01:45:01,0.00,0.04,0.05,0,5131726,0,2890622,99,1086555059,67306
2023-05-09 01:50:01,0.14,0.10,0.06,0,5132538,0,2891515,98,1086642640,67306
2023-05-09 01:55:01,0.02,0.06,0.05,0,5133313,0,2892358,98,1086730360,67306
2023-05-09 02:00:02,0.00,0.03,0.05,0,5134084,0,2893248,98,1086818052,67306
2023-05-09 02:05:01,0.04,0.04,0.05,1,5134887,1,2894176,97,1086905701,67306
2023-05-09 02:10:01,0.09,0.07,0.05,1,5135785,1,2895034,97,1086993321,67306
2023-05-09 02:15:01,0.00,0.04,0.05,0,5136560,1,2895869,97,1087081055,67306
2023-05-09 02:20:01,0.02,0.04,0.05,0,5137247,1,2896596,97,1087169088,67306
2023-05-09 02:25:01,0.00,0.02,0.05,0,5137974,0,2897382,99,1087256951,67306
2023-05-09 02:30:02,0.02,0.04,0.05,0,5138769,0,2898254,98,1087344635,67306
2023-05-09 02:35:01,0.01,0.05,0.05,0,5139600,1,2899217,98,1087432153,67306
2023-05-09 02:40:01,0.00,0.04,0.05,0,5140365,0,2900048,99,1087519928,67306
2023-05-09 02:45:01,0.02,0.04,0.05,0,5141176,0,2900927,98,1087607587,67306
2023-05-09 02:50:01,0.00,0.01,0.05,0,5141911,1,2901751,97,1087695399,67306
2023-05-09 02:55:01,0.17,0.07,0.06,0,5142758,0,2902681,98,1087782931,67307
2023-05-09 03:00:01,0.05,0.05,0.05,0,5143558,0,2903523,98,1087870657,67307
2023-05-09 03:05:01,0.01,0.04,0.05,1,5145064,1,2904551,96,1087957388,67307
2023-05-09 03:10:01,0.07,0.12,0.08,0,5146709,0,2905454,98,1088044151,67307
2023-05-09 03:15:01,0.00,0.05,0.05,0,5148316,0,2906352,98,1088130934,67307
2023-05-09 03:20:01,0.00,0.02,0.05,0,5149053,0,2907200,98,1088218723,67307
2023-05-09 03:25:01,0.00,0.01,0.05,1,5149861,1,2908087,97,1088306347,67320
2023-05-09 03:30:01,0.03,0.04,0.05,1,5150628,1,2908928,97,1088394198,67320
2023-05-09 03:35:01,0.08,0.07,0.05,0,5151432,0,2909842,98,1088481781,67320
2023-05-09 03:40:02,0.07,0.04,0.05,0,5152222,1,2910721,97,1088569469,67320
2023-05-09 03:45:01,0.00,0.03,0.05,1,5152990,1,2911591,97,1088657208,67320
2023-05-09 03:50:01,0.03,0.04,0.05,0,5153811,0,2912511,99,1088744840,67320
2023-05-09 03:55:01,0.00,0.03,0.05,0,5154658,0,2913425,98,1088832429,67320
2023-05-09 04:00:01,0.02,0.05,0.05,0,5155417,0,2914228,98,1088920246,67320
2023-05-09 04:05:01,0.02,0.05,0.05,0,5156281,0,2915177,98,1089007760,67320
2023-05-09 04:10:01,0.03,0.04,0.05,0,5157071,0,2916015,98,1089095505,67320
2023-05-09 04:15:01,0.00,0.03,0.05,1,5158043,1,2916991,96,1089182875,67320
2023-05-09 04:20:01,0.04,0.03,0.05,0,5158824,0,2917890,99,1089270501,67320
2023-05-09 04:25:01,0.01,0.05,0.05,0,5159606,0,2918836,98,1089358055,67320
2023-05-09 04:30:02,0.07,0.06,0.05,0,5160402,1,2919643,97,1089445861,67320
2023-05-09 04:35:02,0.02,0.06,0.05,0,5161252,1,2920594,97,1089533350,67320
2023-05-09 04:40:02,0.14,0.10,0.06,0,5162040,1,2921467,97,1089621073,67320
2023-05-09 04:45:01,0.00,0.04,0.05,0,5162778,0,2922239,98,1089708905,67320
2023-05-09 04:50:01,0.02,0.05,0.05,0,5163541,0,2923120,99,1089796605,67320
2023-05-09 04:55:01,0.02,0.06,0.05,1,5164408,1,2924090,97,1089884099,67320
2023-05-09 05:00:01,0.15,0.13,0.08,1,5165149,1,2924914,97,1089971900,67320
2023-05-09 05:05:02,0.01,0.06,0.06,0,5166079,0,2925902,98,1090059304,67320
2023-05-09 05:10:02,0.04,0.06,0.05,1,5167037,1,2926780,97,1090146841,67320
2023-05-09 05:15:01,0.05,0.04,0.05,0,5167802,0,2927663,98,1090234533,67320
2023-05-09 05:20:02,0.19,0.08,0.06,0,5168567,0,2928553,98,1090322264,67320
2023-05-09 05:25:01,0.00,0.04,0.05,0,5169443,1,2929542,97,1090409721,67320
2023-05-09 05:30:01,0.05,0.06,0.05,0,5170186,0,2930373,98,1090497509,67320
2023-05-09 05:35:02,0.04,0.04,0.05,0,5171058,0,2931380,98,1090584946,67320
2023-05-09 05:40:02,0.00,0.02,0.05,1,5171877,1,2932273,98,1090672569,67320
2023-05-09 05:45:01,0.00,0.01,0.05,1,5172680,1,2933135,97,1090758809,67320
2023-05-09 05:50:01,0.13,0.05,0.05,0,5173444,1,2934004,97,1090846654,67320
2023-05-09 05:55:02,0.02,0.06,0.05,1,5174260,1,2934899,97,1090935761,67320
2023-05-09 06:00:02,0.00,0.02,0.05,0,5174976,0,2935676,98,1091023609,67320
2023-05-09 06:05:02,0.02,0.06,0.05,0,5175787,0,2936529,98,1091109875,67320
2023-05-09 06:10:02,0.08,0.08,0.06,0,5176748,0,2937482,98,1091197274,67320
2023-05-09 06:15:02,0.01,0.04,0.05,0,5177599,0,2938400,98,1091284822,67320
2023-05-09 06:20:02,0.37,0.12,0.07,0,5178306,1,2939327,92,1091371862,67743
2023-05-09 06:25:02,0.04,0.08,0.07,0,5179157,1,2940378,97,1091459187,67773
2023-05-09 06:30:02,0.02,0.06,0.05,1,5179908,1,2941200,97,1091546997,67773
2023-05-09 06:35:02,0.00,0.03,0.05,0,5180678,0,2942072,98,1091634721,67773
2023-05-09 06:40:02,0.04,0.06,0.05,0,5181483,1,2942944,98,1091722411,67773
2023-05-09 06:45:02,0.00,0.02,0.05,0,5182294,0,2943845,98,1091810053,67773
2023-05-09 06:50:02,0.01,0.02,0.05,0,5183156,0,2944674,98,1091897633,67774
2023-05-09 06:55:01,0.00,0.01,0.05,1,5184014,1,2945642,97,1091985111,67774
2023-05-09 07:00:01,0.02,0.03,0.05,1,5184804,1,2946530,97,1092072788,67774
2023-05-09 07:05:01,0.01,0.04,0.05,0,5185548,0,2947334,98,1092160585,67774
2023-05-09 07:10:02,0.00,0.01,0.05,0,5186535,0,2948247,98,1092248003,67774
2023-05-09 07:15:01,0.00,0.01,0.05,0,5187331,0,2949127,98,1092335645,67774
2023-05-09 07:20:01,0.22,0.06,0.06,0,5188130,0,2950022,98,1092423331,67774
2023-05-09 07:25:01,0.01,0.06,0.06,0,5188955,0,2950960,98,1092510933,67774
2023-05-09 07:30:01,0.06,0.08,0.05,0,5189692,0,2951739,98,1092598770,67774
2023-05-09 07:35:02,0.02,0.08,0.05,0,5190558,0,2952695,98,1092686196,67774
2023-05-09 07:40:02,0.03,0.06,0.05,0,5191348,0,2953514,98,1092774000,67774
2023-05-09 07:45:02,0.03,0.06,0.05,0,5192167,0,2954356,98,1092861682,67774
2023-05-09 07:50:02,0.02,0.07,0.06,1,5193832,1,2955414,97,1092948069,67774
2023-05-09 07:55:02,0.05,0.04,0.05,1,5194611,1,2956311,97,1093035733,67774
2023-05-09 08:00:02,0.05,0.06,0.05,0,5195347,0,2957112,98,1093123656,67774
