datetime,1m,5m,15m,put,rut,pst,rst,pit,rit,rnt
2023-05-20 00:00:02,0.00,0.01,0.05,0,7181693,0,4469495,99,1364684341,72326
2023-05-20 00:05:02,0.00,0.01,0.05,0,7182071,0,4469817,99,1364773328,72326
2023-05-20 00:10:02,0.04,0.03,0.05,0,7182498,0,4470061,99,1364863838,72326
2023-05-20 00:15:02,0.00,0.01,0.05,0,7182853,0,4470376,99,1364951449,72326
2023-05-20 00:20:02,0.00,0.01,0.05,0,7183180,0,4470662,99,1365040520,72326
2023-05-20 00:25:01,0.01,0.02,0.05,0,7183534,0,4470978,99,1365129540,72326
2023-05-20 00:30:02,0.16,0.05,0.06,0,7183792,0,4471186,99,1365218832,72326
2023-05-20 00:35:01,0.00,0.03,0.05,0,7184151,0,4471504,99,1365307851,72326
2023-05-20 00:40:02,0.00,0.01,0.05,0,7184419,0,4471715,99,1365397133,72326
2023-05-20 00:45:02,0.04,0.04,0.05,0,7184771,0,4472018,99,1365486182,72326
2023-05-20 00:50:02,0.04,0.03,0.05,0,7185033,0,4472220,99,1365575476,72326
2023-05-20 00:55:02,0.01,0.02,0.05,0,7185384,0,4472532,99,1365664513,72326
2023-05-20 01:00:02,0.00,0.01,0.05,0,7185647,0,4472749,99,1365753784,72326
2023-05-20 01:05:02,0.00,0.01,0.05,0,7186014,0,4473082,99,1365842784,72326
2023-05-20 01:10:01,0.00,0.01,0.05,0,7186441,0,4473332,99,1365931858,72326
2023-05-20 01:15:02,0.00,0.01,0.05,0,7186782,0,4473636,99,1366020913,72326
2023-05-20 01:20:01,0.00,0.01,0.05,0,7187108,0,4473933,99,1366109955,72326
2023-05-20 01:25:02,0.01,0.03,0.05,0,7187584,0,4474261,98,1366198875,72326
2023-05-20 01:30:02,0.00,0.01,0.05,0,7187907,0,4474483,99,1366288087,72326
2023-05-20 01:35:02,0.00,0.01,0.05,0,7188259,0,4474805,99,1366377107,72327
2023-05-20 01:40:01,0.00,0.02,0.05,0,7188519,0,4475008,99,1366466395,72327
2023-05-20 01:45:02,0.00,0.01,0.05,0,7188874,0,4475315,99,1366555428,72327
2023-05-20 01:50:02,0.00,0.01,0.05,0,7189140,0,4475524,99,1366644703,72327
2023-05-20 01:55:01,0.00,0.01,0.05,0,7189491,0,4475849,99,1366733719,72327
2023-05-20 02:00:02,0.00,0.01,0.05,0,7189763,0,4476062,99,1366822990,72327
2023-05-20 02:05:02,0.00,0.02,0.05,0,7190135,0,4476396,99,1366911963,72327
2023-05-20 02:10:02,0.00,0.01,0.05,0,7190403,0,4476604,99,1367001246,72327
2023-05-20 02:15:02,0.00,0.01,0.05,0,7190926,0,4476974,99,1367090038,72327
2023-05-20 02:20:02,0.00,0.01,0.05,0,7191250,0,4477254,99,1367179128,72327
2023-05-20 02:25:01,0.00,0.01,0.05,0,7191607,0,4477566,99,1367268150,72327
2023-05-20 02:30:02,0.01,0.02,0.05,0,7191864,0,4477784,99,1367357427,72327
2023-05-20 02:35:02,0.00,0.01,0.05,0,7192216,0,4478110,99,1367446428,72327
2023-05-20 02:40:02,0.00,0.01,0.05,0,7192480,0,4478328,99,1367535691,72327
2023-05-20 02:45:02,0.00,0.01,0.05,0,7192837,0,4478637,99,1367624770,72327
2023-05-20 02:50:02,0.00,0.04,0.05,0,7193102,0,4478855,99,1367714031,72327
2023-05-20 02:55:02,0.05,0.03,0.05,0,7193468,0,4479182,99,1367803042,72327
2023-05-20 03:00:02,0.00,0.01,0.05,0,7193732,0,4479398,99,1367892320,72327
2023-05-20 03:05:02,0.00,0.01,0.05,0,7194126,0,4479749,99,1367981257,72327
2023-05-20 03:10:02,0.00,0.01,0.05,0,7194537,0,4480017,99,1368070318,72327
2023-05-20 03:15:02,0.01,0.02,0.05,0,7194909,0,4480374,99,1368159276,72341
2023-05-20 03:20:02,0.00,0.01,0.05,0,7195226,0,4480664,99,1368248364,72341
2023-05-20 03:25:01,0.04,0.03,0.05,0,7195593,0,4481001,99,1368337361,72341
2023-05-20 03:30:02,0.00,0.01,0.05,0,7195895,0,4481207,99,1368426618,72341
2023-05-20 03:35:02,0.00,0.01,0.05,0,7196240,0,4481506,99,1368515675,72341
2023-05-20 03:40:02,0.00,0.01,0.05,0,7196504,0,4481718,99,1368604961,72341
2023-05-20 03:45:01,0.00,0.01,0.05,0,7196828,0,4482018,99,1368694038,72341
2023-05-20 03:50:02,0.03,0.04,0.05,0,7197100,0,4482235,99,1368783289,72341
2023-05-20 03:55:02,0.00,0.03,0.05,0,7197442,0,4482537,99,1368872381,72341
2023-05-20 04:00:01,0.00,0.03,0.05,0,7197715,0,4482753,99,1368961647,72341
2023-05-20 04:05:02,0.06,0.04,0.05,0,7198084,0,4483229,99,1369049920,72760
2023-05-20 04:10:01,0.00,0.01,0.05,0,7198355,0,4483437,99,1369139208,72760
2023-05-20 04:15:02,0.00,0.02,0.05,0,7198855,0,4483768,99,1369228076,72760
2023-05-20 04:20:02,0.00,0.01,0.05,0,7199172,0,4484086,99,1369317111,72760
2023-05-20 04:25:02,0.00,0.01,0.05,0,7199519,0,4484392,99,1369406161,72760
2023-05-20 04:30:02,0.01,0.03,0.05,0,7199804,0,4484605,99,1369495414,72760
