datetime,1m,5m,15m,put,rut,pst,rst,pit,rit,rnt
2023-05-06 00:00:02,0.08,0.04,0.05,0,4634706,0,2475657,99,1008201312,66037
2023-05-06 00:05:02,0.00,0.03,0.05,0,4635060,0,2475975,99,1008290304,66037
2023-05-06 00:10:01,0.00,0.01,0.05,0,4635381,0,2476284,99,1008379339,66037
2023-05-06 00:15:01,0.00,0.01,0.05,0,4636078,0,2476656,99,1008467930,66037
2023-05-06 00:20:01,0.01,0.02,0.05,0,4636475,0,2477041,98,1008556754,66037
2023-05-06 00:25:01,0.00,0.01,0.05,0,4636835,0,2477354,98,1008644317,66037
2023-05-06 00:30:01,0.01,0.03,0.05,0,4637161,0,2477652,98,1008733383,66037
2023-05-06 00:35:01,0.03,0.04,0.05,0,4637455,0,2477895,99,1008822560,66037
2023-05-06 00:40:01,0.00,0.01,0.05,0,4637766,0,2478198,99,1008911624,66037
2023-05-06 00:45:02,0.07,0.04,0.05,0,4638118,0,2478520,99,1009002133,66037
2023-05-06 00:50:02,0.03,0.09,0.07,0,4638465,0,2478831,99,1009091148,66037
2023-05-06 00:55:02,0.06,0.07,0.06,0,4638808,0,2479138,99,1009180191,66037
2023-05-06 01:00:02,0.00,0.03,0.05,0,4639155,0,2479469,99,1009269193,66037
2023-05-06 01:05:01,0.00,0.01,0.05,0,4639646,0,2479813,99,1009356538,66037
2023-05-06 01:10:01,0.02,0.03,0.05,0,4639973,0,2480120,99,1009445586,66037
2023-05-06 01:15:02,0.00,0.01,0.05,0,4640321,0,2480435,99,1009536092,66037
2023-05-06 01:20:02,0.06,0.03,0.05,0,4640687,0,2480808,99,1009624963,66037
2023-05-06 01:25:02,0.01,0.04,0.05,0,4641016,0,2481088,99,1009714032,66037
2023-05-06 01:30:02,0.00,0.01,0.05,0,4641352,0,2481412,99,1009801565,66037
2023-05-06 01:35:02,0.05,0.03,0.05,0,4641682,0,2481727,99,1009890597,66037
2023-05-06 01:40:01,0.07,0.06,0.06,0,4642004,0,2482040,99,1009979646,66037
2023-05-06 01:45:01,0.01,0.06,0.06,0,4642335,0,2482347,98,1010068686,66037
2023-05-06 01:50:10,0.04,0.04,0.05,0,4642689,0,2482671,98,1010160687,66037
2023-05-06 01:55:02,0.00,0.02,0.05,0,4643013,0,2482969,98,1010246771,66037
2023-05-06 02:00:02,0.00,0.01,0.05,0,4643283,0,2483200,99,1010335997,66037
2023-05-06 02:05:02,0.01,0.03,0.05,0,4643809,0,2483564,99,1010424793,66037
2023-05-06 02:10:02,0.02,0.03,0.05,0,4644143,0,2483859,99,1010513841,66037
2023-05-06 02:15:02,0.00,0.02,0.05,0,4644473,0,2484180,99,1010602871,66037
2023-05-06 02:20:02,0.06,0.04,0.05,0,4644859,0,2484559,99,1010691713,66037
2023-05-06 02:25:02,0.00,0.01,0.05,0,4645199,0,2484876,99,1010780723,66037
2023-05-06 02:30:02,0.01,0.02,0.05,0,4645518,0,2485168,99,1010869782,66037
2023-05-06 02:35:02,0.03,0.03,0.05,0,4645851,0,2485470,99,1010958830,66037
2023-05-06 02:40:02,0.00,0.01,0.05,0,4646175,0,2485770,99,1011047896,66037
2023-05-06 02:45:02,0.01,0.02,0.05,0,4646515,0,2486081,99,1011136927,66037
2023-05-06 02:50:02,0.13,0.07,0.06,0,4646847,0,2486374,99,1011225983,66037
