datetime,1m,5m,15m,put,rut,pst,rst,pit,rit,rnt
2023-05-15 00:00:01,0.01,0.02,0.05,1,6326052,1,3886089,97,1237089510,70156
2023-05-15 00:05:02,0.00,0.01,0.05,0,6326539,0,3886546,98,1237179602,70156
2023-05-15 00:10:02,0.00,0.01,0.05,1,6327103,1,3887005,97,1237268254,70156
2023-05-15 00:15:02,0.02,0.02,0.05,0,6327661,0,3887442,99,1237356823,70156
2023-05-15 00:20:01,0.00,0.01,0.05,0,6328106,0,3887885,99,1237444064,70156
2023-05-15 00:25:01,0.07,0.03,0.05,0,6328612,0,3888429,99,1237532555,70156
2023-05-15 00:30:02,0.12,0.09,0.06,0,6329092,0,3888930,99,1237621152,70156
2023-05-15 00:35:02,0.01,0.06,0.05,0,6329611,0,3889453,99,1237711128,70156
2023-05-15 00:40:02,0.02,0.04,0.05,0,6330079,0,3889917,99,1237798328,70156
2023-05-15 00:45:02,0.00,0.01,0.05,0,6330589,0,3890447,99,1237886842,70156
2023-05-15 00:50:02,0.01,0.03,0.05,0,6331060,0,3890922,99,1237976911,70156
2023-05-15 00:55:02,0.07,0.03,0.05,0,6331546,0,3891461,99,1238064033,70156
2023-05-15 01:00:02,0.00,0.01,0.05,0,6332104,0,3892018,99,1238152435,70156
2023-05-15 01:05:02,0.02,0.04,0.05,0,6332653,0,3892595,99,1238240844,70156
2023-05-15 01:10:02,0.02,0.04,0.05,0,6333265,0,3893142,99,1238329255,70156
2023-05-15 01:15:02,0.00,0.03,0.05,0,6333777,0,3893684,98,1238417729,70156
2023-05-15 01:20:01,0.03,0.02,0.05,0,6334333,0,3894194,98,1238506246,70156
2023-05-15 01:25:01,0.00,0.01,0.05,1,6334830,1,3894730,97,1238594792,70156
2023-05-15 01:30:02,0.16,0.08,0.06,0,6335245,1,3895157,97,1238683566,70156
2023-05-15 01:35:02,0.00,0.03,0.05,0,6335749,1,3895680,98,1238772114,70156
2023-05-15 01:40:01,0.00,0.01,0.05,0,6336110,0,3896043,99,1238861020,70156
2023-05-15 01:45:02,0.00,0.01,0.05,0,6336566,0,3896499,99,1238949697,70156
2023-05-15 01:50:01,0.04,0.04,0.05,0,6337026,0,3896947,99,1239038394,70156
2023-05-15 01:55:02,0.08,0.04,0.05,0,6337547,0,3897478,99,1239126886,70157
2023-05-15 02:00:02,0.00,0.02,0.05,0,6338029,0,3898018,99,1239215390,70157
2023-05-15 02:05:02,0.01,0.03,0.05,0,6338558,0,3898574,99,1239303835,70157
2023-05-15 02:10:02,0.08,0.04,0.05,1,6339197,0,3899132,98,1239392217,70157
2023-05-15 02:15:01,0.00,0.01,0.05,0,6339705,0,3899672,99,1239480728,70157
2023-05-15 02:20:02,0.00,0.01,0.05,0,6340135,0,3900071,99,1239569554,70157
2023-05-15 02:25:02,0.01,0.02,0.05,0,6340636,0,3900558,99,1239658176,70157
2023-05-15 02:30:02,0.00,0.01,0.05,0,6341053,0,3900954,99,1239747008,70157
2023-05-15 02:35:02,0.02,0.04,0.05,0,6341522,0,3901452,99,1239835619,70157
2023-05-15 02:40:01,0.00,0.01,0.05,0,6341953,0,3901878,99,1239924385,70157
2023-05-15 02:45:02,0.00,0.01,0.05,0,6342442,0,3902382,98,1240012983,70157
2023-05-15 02:50:01,0.00,0.01,0.05,0,6342873,0,3902788,98,1240101869,70157
2023-05-15 02:55:02,0.00,0.01,0.05,1,6343348,1,3903263,97,1240190534,70157
2023-05-15 03:00:02,0.01,0.02,0.05,0,6343790,0,3903699,98,1240279262,70157
2023-05-15 03:05:01,0.05,0.04,0.05,1,6344465,1,3904218,97,1240367645,70157
2023-05-15 03:10:02,0.00,0.01,0.05,0,6344804,0,3904563,99,1240456616,70157
2023-05-15 03:15:02,0.00,0.01,0.05,0,6345274,0,3905045,99,1240545272,70157
2023-05-15 03:20:01,0.00,0.03,0.05,0,6345700,0,3905460,99,1240634059,70157
2023-05-15 03:25:01,0.10,0.08,0.06,0,6346199,0,3906020,99,1240722576,70171
2023-05-15 03:30:02,0.00,0.04,0.05,0,6346646,0,3906444,99,1240811346,70171
2023-05-15 03:35:02,0.00,0.01,0.05,0,6347141,0,3906976,99,1240899879,70171
2023-05-15 03:40:02,0.00,0.01,0.05,0,6347600,0,3907417,99,1240988602,70171
2023-05-15 03:45:02,0.00,0.01,0.05,0,6348076,0,3907940,99,1241077168,70171
2023-05-15 03:50:01,0.00,0.01,0.05,0,6348489,0,3908354,99,1241165981,70171
2023-05-15 03:55:02,0.00,0.01,0.05,0,6348951,0,3908861,99,1241254592,70171
2023-05-15 04:00:02,0.01,0.03,0.05,0,6349433,0,3909351,99,1241343185,70171
2023-05-15 04:05:02,0.08,0.06,0.05,0,6349926,0,3909872,99,1241431724,70171
2023-05-15 04:10:02,0.03,0.06,0.05,0,6350348,0,3910303,98,1241520471,70171
2023-05-15 04:15:01,0.02,0.04,0.05,0,6350979,0,3910870,98,1241608837,70171
2023-05-15 04:20:02,0.00,0.01,0.05,0,6351397,0,3911258,98,1241697682,70171
2023-05-15 04:25:02,0.00,0.03,0.05,0,6351830,0,3911653,98,1241786480,70171
2023-05-15 04:30:01,0.06,0.03,0.05,0,6352253,0,3912063,98,1241875294,70171
2023-05-15 04:35:01,0.00,0.01,0.05,0,6352665,0,3912525,98,1241964002,70171
2023-05-15 04:40:02,0.00,0.01,0.05,0,6353072,0,3912872,99,1242052945,70171
2023-05-15 04:45:01,0.04,0.03,0.05,0,6353510,0,3913322,99,1242141629,70171
2023-05-15 04:50:02,0.00,0.01,0.05,0,6353981,0,3913794,99,1242230356,70171
2023-05-15 04:55:02,0.00,0.04,0.05,0,6354494,0,3914298,99,1242318930,70171
2023-05-15 05:00:02,0.00,0.02,0.05,0,6354942,0,3914736,99,1242407583,70171
2023-05-15 05:05:02,0.00,0.01,0.05,0,6355508,0,3915268,99,1242496090,70171
2023-05-15 05:10:02,0.02,0.04,0.05,0,6356128,0,3915902,99,1242583983,70559
2023-05-15 05:15:01,0.01,0.02,0.05,0,6356582,0,3916403,99,1242671126,70559
2023-05-15 05:20:02,0.03,0.03,0.05,0,6357007,0,3916815,99,1242761351,70559
2023-05-15 05:25:02,0.00,0.01,0.05,0,6357492,0,3917313,99,1242849973,70559
2023-05-15 05:30:01,0.09,0.06,0.06,0,6357917,0,3917727,99,1242937296,70559
2023-05-15 05:35:02,0.00,0.03,0.05,0,6358429,0,3918234,98,1243025853,70559
2023-05-15 05:40:02,0.04,0.04,0.05,0,6358859,0,3918636,98,1243116090,70559
2023-05-15 05:45:02,0.00,0.01,0.05,0,6359378,0,3919148,98,1243204690,70559
2023-05-15 05:50:02,0.00,0.01,0.05,0,6359735,0,3919472,98,1243292246,70559
2023-05-15 05:55:01,0.08,0.05,0.05,0,6360222,1,3919942,97,1243380890,70559
2023-05-15 06:00:02,0.14,0.05,0.05,0,6360705,0,3920463,98,1243469450,70559
2023-05-15 06:05:01,0.00,0.04,0.05,0,6361133,0,3920899,99,1243558202,70559
2023-05-15 06:10:02,0.00,0.03,0.05,0,6361549,0,3921275,99,1243647049,70559
2023-05-15 06:15:02,0.00,0.03,0.05,0,6362367,0,3921819,99,1243735263,70559
2023-05-15 06:20:02,0.02,0.05,0.05,0,6362800,0,3922241,99,1243824039,70559
2023-05-15 06:25:02,0.01,0.05,0.05,0,6363317,0,3922758,99,1243912591,70559
2023-05-15 06:30:01,0.01,0.04,0.05,0,6363757,0,3923220,99,1244001315,70559
2023-05-15 06:35:01,0.00,0.01,0.05,0,6364276,0,3923742,99,1244089840,70559
2023-05-15 06:40:02,0.02,0.03,0.05,0,6364686,0,3924177,99,1244178621,70559
2023-05-15 06:45:02,0.01,0.02,0.05,0,6365197,0,3924693,99,1244267190,70559
2023-05-15 06:50:01,0.06,0.05,0.05,0,6365616,0,3925103,99,1244355976,70559
2023-05-15 06:55:02,0.00,0.02,0.05,0,6366132,0,3925610,99,1244444519,70559
2023-05-15 07:00:02,0.02,0.04,0.05,0,6366601,0,3926099,98,1244533136,70559
2023-05-15 07:05:01,0.04,0.03,0.05,0,6367140,0,3926652,98,1244621595,70559
2023-05-15 07:10:02,0.09,0.05,0.05,0,6367708,0,3927125,98,1244710190,70559
2023-05-15 07:15:02,0.00,0.02,0.05,0,6368188,0,3927603,98,1244798931,70559
2023-05-15 07:20:01,0.19,0.06,0.06,0,6368575,1,3927986,98,1244887808,70559
2023-05-15 07:25:02,0.05,0.06,0.05,0,6369079,0,3928494,98,1244976363,70559
