datetime,1m,5m,15m,put,rut,pst,rst,pit,rit,rnt
2023-05-22 00:00:02,0.01,0.04,0.05,0,7396432,0,4635211,99,1415965569,73377
2023-05-22 00:05:02,0.00,0.02,0.05,0,7396800,0,4635526,99,1416054587,73377
2023-05-22 00:10:01,0.03,0.04,0.05,0,7397222,0,4635782,99,1416143670,73377
2023-05-22 00:15:02,0.00,0.03,0.05,0,7397601,0,4636102,99,1416232667,73377
2023-05-22 00:20:02,0.00,0.01,0.05,0,7397877,0,4636325,99,1416321926,73377
2023-05-22 00:25:02,0.06,0.03,0.05,0,7398260,0,4636675,99,1416410887,73377
2023-05-22 00:30:02,0.00,0.01,0.05,0,7398592,0,4636973,99,1416499947,73377
2023-05-22 00:35:01,0.00,0.01,0.05,0,7398977,0,4637319,99,1416588887,73377
2023-05-22 00:40:02,0.05,0.03,0.05,0,7399260,0,4637539,99,1416678154,73377
2023-05-22 00:45:02,0.00,0.01,0.05,0,7399624,0,4637850,99,1416767188,73377
2023-05-22 00:50:02,0.02,0.02,0.05,0,7399909,0,4638074,99,1416856436,73377
2023-05-22 00:55:02,0.00,0.01,0.05,0,7400254,0,4638369,99,1416945507,73377
2023-05-22 01:00:02,0.00,0.01,0.05,0,7400509,0,4638569,99,1417034759,73377
2023-05-22 01:05:01,0.04,0.03,0.05,0,7400882,0,4638884,99,1417122329,73377
2023-05-22 01:10:02,0.00,0.01,0.05,1,7401291,0,4639160,98,1417212855,73377
2023-05-22 01:15:01,0.02,0.03,0.05,0,7401638,0,4639444,99,1417300469,73377
2023-05-22 01:20:02,0.04,0.08,0.06,0,7401893,0,4639673,99,1417391203,73377
2023-05-22 01:25:02,0.00,0.03,0.05,0,7402242,0,4639941,99,1417478820,73377
2023-05-22 01:30:02,0.01,0.02,0.05,0,7402560,0,4640256,99,1417569336,73377
2023-05-22 01:35:02,0.00,0.01,0.05,0,7402896,0,4640530,99,1417658452,73377
2023-05-22 01:40:01,0.01,0.03,0.05,0,7403162,0,4640728,99,1417746275,73377
2023-05-22 01:45:02,0.02,0.04,0.05,0,7403512,0,4641042,99,1417836788,73377
2023-05-22 01:50:02,0.08,0.03,0.05,0,7403772,0,4641237,99,1417924604,73377
2023-05-22 01:55:01,0.05,0.03,0.05,0,7404124,0,4641551,99,1418013645,73377
2023-05-22 02:00:02,0.03,0.03,0.06,0,7404390,0,4641753,99,1418102934,73377
2023-05-22 02:05:01,0.00,0.03,0.05,0,7404753,0,4642066,99,1418191958,73377
2023-05-22 02:10:02,0.00,0.01,0.05,0,7405020,0,4642276,99,1418281225,73377
