datetime,1m,5m,15m,put,rut,pst,rst,pit,rit,rnt
2023-05-17 00:00:02,0.01,0.02,0.05,0,6724312,0,4187112,99,1287960529,70961
2023-05-17 00:05:02,0.05,0.03,0.05,0,6724753,0,4187567,98,1288049256,70961
2023-05-17 00:10:02,0.00,0.02,0.05,0,6725067,0,4187846,99,1288138369,70961
2023-05-17 00:15:01,0.00,0.01,0.05,0,6725758,0,4188253,99,1288226931,70961
2023-05-17 00:20:02,0.00,0.01,0.05,0,6726093,0,4188530,99,1288316032,70961
2023-05-17 00:25:02,0.00,0.02,0.05,0,6726475,0,4188887,99,1288404946,70961
2023-05-17 00:30:01,0.05,0.04,0.05,0,6726780,0,4189178,99,1288494050,70961
2023-05-17 00:35:01,0.00,0.02,0.05,0,6727167,0,4189500,99,1288583044,70961
2023-05-17 00:40:02,0.00,0.01,0.05,0,6727496,0,4189774,99,1288672170,70961
2023-05-17 00:45:02,0.00,0.03,0.05,0,6727847,0,4190093,99,1288761173,70961
2023-05-17 00:50:02,0.01,0.05,0.05,0,6728160,0,4190370,99,1288850318,70961
2023-05-17 00:55:01,0.00,0.02,0.05,0,6728497,0,4190703,99,1288939311,70961
2023-05-17 01:00:02,0.08,0.03,0.05,0,6728871,0,4190994,98,1289028354,70961
2023-05-17 01:05:02,0.00,0.02,0.05,1,6729442,0,4191431,97,1289116954,70961
2023-05-17 01:10:02,0.00,0.01,0.05,0,6729779,0,4191687,99,1289206103,70961
2023-05-17 01:15:01,0.00,0.01,0.05,1,6730362,0,4192036,97,1289294780,70961
2023-05-17 01:20:02,0.05,0.03,0.05,0,6730912,0,4192375,99,1289383658,70961
2023-05-17 01:25:01,0.00,0.01,0.05,0,6731240,0,4192677,99,1289471215,70961
2023-05-17 01:30:02,0.00,0.02,0.05,0,6731538,0,4192948,99,1289561774,70961
2023-05-17 01:35:01,0.01,0.02,0.05,0,6731890,0,4193280,99,1289649319,70961
2023-05-17 01:40:02,0.00,0.01,0.05,0,6732199,0,4193566,99,1289739824,70961
