datetime,in,out
2023-05-10 00:00:05,129364771,39447378
2023-05-10 00:05:04,129364771,39447378
2023-05-10 00:10:04,129364771,39447378
2023-05-10 00:15:04,129364771,39447378
2023-05-10 00:20:05,129364771,39447378
2023-05-10 00:25:04,129364771,39447378
2023-05-10 00:30:05,129364771,39447378
2023-05-10 00:35:04,129364771,39447378
2023-05-10 00:40:05,129364771,39447378
2023-05-10 00:45:04,129364771,39447378
2023-05-10 00:50:05,129364771,39447378
2023-05-10 00:55:04,129364771,39447378
2023-05-10 01:00:05,129364771,39447378
2023-05-10 01:05:04,129364771,39447378
2023-05-10 01:10:05,129364771,39447378
2023-05-10 01:15:04,129364771,39447378
2023-05-10 01:20:05,129364771,39447378
2023-05-10 01:25:05,129364771,39447378
2023-05-10 01:30:05,129364771,39447378
2023-05-10 01:35:04,129364771,39447378
2023-05-10 01:40:05,129364771,39447378
2023-05-10 01:45:04,129364771,39447378
2023-05-10 01:50:05,129364771,39447378
2023-05-10 01:55:04,129364771,39447378
2023-05-10 02:00:05,129364771,39447378
2023-05-10 02:05:04,129364771,39447378
2023-05-10 02:10:05,129364771,39447378
2023-05-10 02:15:04,129364771,39447378
2023-05-10 02:20:05,129364771,39447378
2023-05-10 02:25:04,129364771,39447378
2023-05-10 02:30:05,129364771,39447378
2023-05-10 02:35:04,129364771,39447378
2023-05-10 02:40:05,129364771,39447378
2023-05-10 02:45:04,129364771,39447378
2023-05-10 02:50:05,129364771,39447510
2023-05-10 02:55:04,129364771,39447510
2023-05-10 03:00:05,129364771,39447510
2023-05-10 03:05:04,129364771,39447510
2023-05-10 03:10:05,129364771,39447510
2023-05-10 03:15:04,129364771,39447510
2023-05-10 03:20:05,129364771,39447510
2023-05-10 03:25:04,129364771,39447510
2023-05-10 03:30:05,129364771,39447510
2023-05-10 03:35:04,129364771,39447510
2023-05-10 03:40:05,129364771,39447510
2023-05-10 03:45:05,129364771,39447510
2023-05-10 03:50:05,129364771,39447510
2023-05-10 03:55:04,129364771,39447510
2023-05-10 04:00:05,129364771,39447510
2023-05-10 04:05:04,129364771,39447510
2023-05-10 04:10:05,129364771,39447510
2023-05-10 04:15:04,129364771,39447510
2023-05-10 04:20:05,129364771,39447510
2023-05-10 04:25:04,129364771,39447510
2023-05-10 04:30:05,129364771,39447510
2023-05-10 04:35:04,129364771,39447510
2023-05-10 04:40:05,129364771,39447510
2023-05-10 04:45:04,129364771,39447510
2023-05-10 04:50:05,129364771,39447510
2023-05-10 04:55:04,129364771,39447510
2023-05-10 05:00:06,129364771,39447510
2023-05-10 05:05:05,129364771,39447510
2023-05-10 05:10:05,129364771,39447510
2023-05-10 05:15:04,129364771,39447510
2023-05-10 05:20:05,129364771,39447510
2023-05-10 05:25:04,129364771,39447510
2023-05-10 05:30:05,129364771,39447510
2023-05-10 05:35:04,129364771,39447510
2023-05-10 05:40:05,129364771,39447510
2023-05-10 05:45:04,129364771,39447510
2023-05-10 05:50:05,129364771,39447510
2023-05-10 05:55:04,129364771,39447510
2023-05-10 06:00:05,129364771,39447510
2023-05-10 06:05:04,129364771,39447510
2023-05-10 06:10:05,129364771,39447510
2023-05-10 06:15:04,129364771,39447510
2023-05-10 06:20:05,129364771,39447510
2023-05-10 06:25:04,129364771,39447510
2023-05-10 06:30:05,129364771,39447510
2023-05-10 06:35:04,129364771,39447510
2023-05-10 06:40:05,129364771,39447510
2023-05-10 06:45:04,129364771,39447510
2023-05-10 06:50:04,129364771,39447576
2023-05-10 06:55:04,129364771,39447576
2023-05-10 07:00:05,129364771,39447576
2023-05-10 07:05:04,129364771,39447576
2023-05-10 07:10:05,129364771,39447576
2023-05-10 07:15:05,129364771,39447576
2023-05-10 07:20:05,129364771,39447576
2023-05-10 07:25:04,129364771,39447576
2023-05-10 07:30:05,129364771,39447576
2023-05-10 07:35:04,129364771,39447576
2023-05-10 07:40:05,129364771,39447576
2023-05-10 07:45:04,129364771,39447576
2023-05-10 07:50:05,129364771,39447576
2023-05-10 07:55:04,129364771,39447576
2023-05-10 08:00:05,129365479,39448470
2023-05-10 08:05:04,129365479,39448470
2023-05-10 08:10:05,129365479,39448470
2023-05-10 08:15:05,129365479,39448544
2023-05-10 08:20:05,129365479,39448544
2023-05-10 08:25:04,129365479,39448544
2023-05-10 08:30:05,129365479,39448544
2023-05-10 08:35:04,129365479,39448544
2023-05-10 08:40:05,129365479,39448610
2023-05-10 08:45:05,129365479,39448610
2023-05-10 08:50:05,129365479,39448610
2023-05-10 08:55:04,129365479,39448610
2023-05-10 09:00:05,129365479,39448610
2023-05-10 09:05:04,129365479,39448750
2023-05-10 09:10:05,129365479,39448750
2023-05-10 09:15:04,129365479,39448750
2023-05-10 09:20:05,129365479,39448750
2023-05-10 09:25:04,129365479,39448816
2023-05-10 09:30:05,129365479,39448816
2023-05-10 09:35:04,129365479,39448816
2023-05-10 09:40:05,129365479,39448816
2023-05-10 09:45:04,129365479,39448890
2023-05-10 09:50:05,129365479,39448956
2023-05-10 09:55:04,129365479,39448956
2023-05-10 10:00:05,129365479,39448956
2023-05-10 10:05:04,129365479,39449096
2023-05-10 10:10:05,129365479,39449096
2023-05-10 10:15:04,129365479,39449096
2023-05-10 10:20:05,129365479,39449096
2023-05-10 10:25:04,129365479,39449096
2023-05-10 10:30:05,129365479,39449096
2023-05-10 10:35:04,129365479,39449096
2023-05-10 10:40:05,129365479,39449162
2023-05-10 10:45:05,129365479,39449162
2023-05-10 10:50:05,129365479,39449162
2023-05-10 10:55:05,129365479,39449162
2023-05-10 11:00:05,129365479,39449162
