datetime,in,out
2023-05-08 00:00:04,3078040549,3203896197
2023-05-08 00:05:04,3078040549,3203896197
2023-05-08 00:10:03,3078040549,3203896197
2023-05-08 00:15:03,3078040549,3203896197
2023-05-08 00:20:03,3078040549,3203896197
2023-05-08 00:25:03,3078040549,3203896197
2023-05-08 00:30:03,3078040549,3203896461
2023-05-08 00:35:03,3078040549,3203896461
2023-05-08 00:40:03,3078040549,3203896461
2023-05-08 00:45:03,3078040549,3203896461
2023-05-08 00:50:03,3078040549,3203896461
2023-05-08 00:55:03,3078040549,3203896461
2023-05-08 01:00:03,3078040549,3203896461
2023-05-08 01:05:03,3078040549,3203896461
2023-05-08 01:10:03,3078040549,3203896461
2023-05-08 01:15:03,3078040549,3203896461
2023-05-08 01:20:03,3078040549,3203896461
2023-05-08 01:25:03,3078040549,3203896461
2023-05-08 01:30:04,3078040549,3203896461
2023-05-08 01:35:03,3078040549,3203896461
2023-05-08 01:40:03,3078040549,3203896461
2023-05-08 01:45:03,3078040549,3203896461
2023-05-08 01:50:03,3078040549,3203896461
2023-05-08 01:55:03,3078040549,3203896461
2023-05-08 02:00:03,3078040549,3203896461
2023-05-08 02:05:03,3078040549,3203896461
2023-05-08 02:10:03,3078040549,3203896461
2023-05-08 02:15:03,3078040549,3203896461
2023-05-08 02:20:03,3078040549,3203896461
2023-05-08 02:25:03,3078040549,3203896461
2023-05-08 02:30:03,3078040549,3203896527
2023-05-08 02:35:04,3078040549,3203896527
2023-05-08 02:40:03,3078040549,3203896527
2023-05-08 02:45:03,3078040549,3203896527
2023-05-08 02:50:03,3078040549,3203896527
2023-05-08 02:55:03,3078040549,3203896527
2023-05-08 03:00:03,3078040549,3203896527
2023-05-08 03:05:03,3078040549,3203896527
2023-05-08 03:10:03,3078040549,3203896527
2023-05-08 03:15:03,3078040549,3203896527
2023-05-08 03:20:03,3078040549,3203896527
2023-05-08 03:25:04,3078040549,3203896527
2023-05-08 03:30:03,3078040549,3203896527
2023-05-08 03:35:03,3078040549,3203896527
2023-05-08 03:40:03,3078040549,3203896527
2023-05-08 03:45:03,3078040549,3203896527
2023-05-08 03:50:03,3078040549,3203896527
2023-05-08 03:55:03,3078040549,3203896527
2023-05-08 04:00:03,3078040549,3203896527
2023-05-08 04:05:03,3078040549,3203896527
2023-05-08 04:10:03,3078040549,3203896527
2023-05-08 04:15:03,3078040549,3203896527
2023-05-08 04:20:04,3078040549,3203896527
2023-05-08 04:25:04,3078040549,3203896527
2023-05-08 04:30:04,3078040549,3203896527
2023-05-08 04:35:04,3078040549,3203896527
2023-05-08 04:40:04,3078040549,3203896527
2023-05-08 04:45:04,3078040549,3203896527
2023-05-08 04:50:04,3078040549,3203896527
2023-05-08 04:55:04,3078040549,3203896527
2023-05-08 05:00:04,3078040549,3203896527
2023-05-08 05:05:04,3078040549,3203896527
2023-05-08 05:10:03,3078040549,3203896527
2023-05-08 05:15:03,3078040549,3203896527
2023-05-08 05:20:03,3078040549,3203896527
2023-05-08 05:25:03,3078040549,3203896527
2023-05-08 05:30:03,3078040549,3203896527
2023-05-08 05:35:03,3078040549,3203896527
2023-05-08 05:40:03,3078040549,3203896527
2023-05-08 05:45:03,3078040549,3203896527
2023-05-08 05:50:03,3078040549,3203896527
2023-05-08 05:55:03,3078040549,3203896527
2023-05-08 06:00:03,3078040549,3203896527
2023-05-08 06:05:03,3078040549,3203896527
2023-05-08 06:10:03,3078040549,3203896527
2023-05-08 06:15:03,3078040549,3203896527
2023-05-08 06:20:03,3078040549,3203896527
2023-05-08 06:25:03,3078040549,3203896527
2023-05-08 06:30:03,3078040549,3203896527
2023-05-08 06:35:03,3078040549,3203896527
2023-05-08 06:40:03,3078040549,3203896527
2023-05-08 06:45:04,3078040549,3203896527
2023-05-08 06:50:03,3078040549,3203896527
2023-05-08 06:55:03,3078040549,3203896527
2023-05-08 07:00:03,3078040549,3203896527
2023-05-08 07:05:03,3078040549,3203896527
2023-05-08 07:10:03,3078040549,3203896527
2023-05-08 07:15:03,3078040549,3203896527
2023-05-08 07:20:03,3078040549,3203896527
2023-05-08 07:25:03,3078040549,3203896527
2023-05-08 07:30:03,3078040549,3203896527
2023-05-08 07:35:03,3078040549,3203896527
2023-05-08 07:40:03,3078040549,3203896527
2023-05-08 07:45:03,3078074119,3204065688
2023-05-08 07:50:03,3078074119,3204065688
2023-05-08 07:55:03,3078074119,3204065688
2023-05-08 08:00:03,3081192932,3208219622
2023-05-08 08:05:03,3083791612,3209284546
2023-05-08 08:10:03,3083791612,3209284546
2023-05-08 08:15:03,3083791612,3209284546
2023-05-08 08:20:03,3083791612,3209284546
2023-05-08 08:25:03,3083791612,3209284546
2023-05-08 08:30:03,3091610862,3209835335
2023-05-08 08:35:03,3091889271,3211106828
2023-05-08 08:40:03,3091889271,3211106828
2023-05-08 08:45:03,3091889271,3211106828
2023-05-08 08:50:04,3091889271,3211106828
2023-05-08 08:55:03,3094499694,3212230459
2023-05-08 09:00:03,3094499694,3212230459
2023-05-08 09:05:03,3094499694,3212230459
2023-05-08 09:10:03,3094499694,3212230459
2023-05-08 09:15:03,3094499694,3212230459
2023-05-08 09:20:03,3094499694,3212230459
2023-05-08 09:25:03,3094549304,3212565081
2023-05-08 09:30:04,3094608961,3213041165
2023-05-08 09:35:03,3094774903,3213432876
2023-05-08 09:40:03,3095373725,3214476677
2023-05-08 09:45:03,3098002101,3215358199
2023-05-08 09:50:03,3101189055,3221104109
2023-05-08 09:55:03,3103990286,3222021853
2023-05-08 10:00:03,3103995648,3222105908
2023-05-08 10:05:03,3103995648,3222105908
2023-05-08 10:10:04,3111654361,3224075338
2023-05-08 10:15:03,3111764729,3225416718
2023-05-08 10:20:03,3119631520,3229768823
2023-05-08 10:25:03,3119733426,3230786523
2023-05-08 10:30:03,3119733426,3230786523
2023-05-08 10:35:03,3119733426,3230786523
2023-05-08 10:40:03,3119733426,3230786523
2023-05-08 10:45:03,3119769976,3230965444
2023-05-08 10:50:03,3122330347,3231494032
2023-05-08 10:55:03,3122330347,3231494032
2023-05-08 11:00:03,3122330347,3231494032
2023-05-08 11:05:03,3125019323,3232538733
2023-05-08 11:10:04,3127905466,3234432643
2023-05-08 11:15:03,3127974857,3235015549
2023-05-08 11:20:03,3130469449,3235223297
2023-05-08 11:25:03,3130469803,3235223381
2023-05-08 11:30:03,3133058417,3236113307
