datetime,Physical memory,Virtual memory,Memory buffers,Cached memory,Shared memory,Swap space,/,/dev/shm,/run,/sys/fs/cgroup,/boot,/run/user/42,/run/user/1035,/run/media/admin/CentOS 7 x86_64,/run/user/1028
2023-05-12 01:40:02,3536288,4350032,44,1125416,205188,813744,14940335,0,51511,0,50651,1,7,4245165,
2023-05-12 01:45:01,3545428,4359172,44,1133976,213380,813744,14940330,0,53559,0,50651,1,7,4245165,
2023-05-12 01:50:02,3545432,4359176,44,1134284,213380,813744,14940360,0,53559,0,50651,1,7,4245165,
2023-05-12 01:55:01,3546352,4360096,44,1134724,213380,813744,14940332,0,53559,0,50651,1,7,4245165,
2023-05-12 02:00:02,3555032,4368776,44,1143300,221572,813744,14940353,0,55607,0,50651,1,7,4245165,
2023-05-12 02:05:02,3542584,4356328,44,1130468,205188,813744,14940334,0,51511,0,50651,1,7,4245165,
2023-05-12 02:10:01,3542444,4356188,44,1130708,205188,813744,14940334,0,51511,0,50651,1,7,4245165,
2023-05-12 02:15:02,3542940,4356684,44,1130980,205188,813744,14940336,0,51511,0,50651,1,7,4245165,
2023-05-12 02:20:02,3550948,4364692,44,1139544,213380,813744,14941090,0,53559,0,50651,1,7,4245165,
2023-05-12 02:25:02,3551856,4365600,44,1139916,213380,813744,14941073,0,53559,0,50651,1,7,4245165,
2023-05-12 02:30:02,3551512,4365256,44,1140336,213380,813744,14941243,0,53559,0,50651,1,7,4245165,
2023-05-12 02:35:02,3560960,4374704,44,1148956,221572,813744,14941080,0,55607,0,50651,1,7,4245165,
2023-05-12 02:40:02,3568980,4382724,44,1157464,229764,813744,14941117,0,57655,0,50651,1,7,4245165,
2023-05-12 02:45:02,3569996,4383740,44,1158008,229764,813744,14941082,0,57655,0,50651,1,7,4245165,
2023-05-12 02:50:01,3578420,4392164,44,1166564,237956,813744,14941082,0,59703,0,50651,1,7,4245165,
2023-05-12 02:55:01,3578756,4392500,44,1167012,237956,813744,14941083,0,59703,0,50651,1,7,4245165,
2023-05-12 03:00:02,3579316,4393060,44,1167408,237956,813744,14941096,0,59703,0,50651,1,7,4245165,
2023-05-12 03:05:02,3604612,4418356,44,1176084,246204,813744,14941085,0,61765,0,50651,1,7,4245165,0
2023-05-12 03:10:02,3549928,4363672,44,1137984,205244,813744,14941097,0,51525,0,50651,1,7,4245165,0
2023-05-12 03:15:02,3550188,4363932,44,1138288,205244,813744,14941087,0,51525,0,50651,1,7,4245165,0
2023-05-12 03:20:02,3565660,4379404,44,1138664,205244,813744,14941098,0,51525,0,50651,1,7,4245165,0
2023-05-12 03:25:02,3574992,4388736,44,1147172,213436,813744,14941089,0,53573,0,50651,1,7,4245165,0
2023-05-12 03:30:02,3574788,4388532,44,1147524,213436,813744,14941166,0,53573,0,50651,1,7,4245165,0
2023-05-12 03:35:01,3575324,4389068,44,1147712,213436,813744,14941086,0,53573,0,50651,1,7,4245165,0
2023-05-12 03:40:02,3575308,4389052,44,1147936,213436,813744,14941091,0,53573,0,50651,1,7,4245165,0
2023-05-12 03:45:02,3584252,4397996,44,1156528,221628,813744,14941093,0,55621,0,50651,1,7,4245165,0
2023-05-12 03:50:02,3567692,4381432,44,1140468,205244,813740,14941161,0,51525,0,50651,1,7,4245165,0
2023-05-12 03:55:02,3568660,4382400,44,1140852,205244,813740,14941095,0,51525,0,50651,1,7,4245165,0
2023-05-12 04:00:02,3568480,4382220,44,1141184,205244,813740,14941137,0,51525,0,50651,1,7,4245165,0
2023-05-12 04:05:02,3593648,4407388,44,1149764,213468,813740,14941096,0,53581,0,50651,1,7,4245165,0
2023-05-12 04:10:02,3580504,4394244,44,1153300,213436,813740,14941227,0,53573,0,50651,1,7,4245165,0
2023-05-12 04:15:02,3581236,4394976,44,1153652,213436,813740,14943137,0,53573,0,50651,1,7,4245165,0
2023-05-12 04:20:02,3589932,4403672,44,1162220,221628,813740,14943085,0,55621,0,50651,1,7,4245165,0
2023-05-12 04:25:02,3573596,4387336,44,1146160,205244,813740,14943074,0,51525,0,50651,1,7,4245165,0
2023-05-12 04:30:02,3573852,4387592,44,1146496,205244,813740,14943085,0,51525,0,50651,1,7,4245165,0
2023-05-12 04:35:02,3574572,4388312,44,1146804,205244,813740,14943069,0,51525,0,50651,1,7,4245165,0
2023-05-12 04:40:02,3582496,4396236,44,1155176,213436,813740,14943150,0,53573,0,50651,1,7,4245165,0
2023-05-12 04:45:02,3583848,4397588,44,1155520,213436,813740,14943072,0,53573,0,50651,1,7,4245165,0
2023-05-12 04:50:01,3583420,4397160,44,1155784,213436,813740,14943086,0,53573,0,50651,1,7,4245165,0
2023-05-12 04:55:01,3591536,4405276,44,1164312,221628,813740,14943073,0,55621,0,50651,1,7,4245165,0
2023-05-12 05:00:02,3592100,4405840,44,1164464,221628,813740,14943086,0,55621,0,50651,1,7,4245165,0
2023-05-12 05:05:02,3592300,4406040,44,1148356,205276,813740,14943078,0,51533,0,50651,1,7,4245165,0
2023-05-12 05:10:01,3592020,4405760,44,1148644,205276,813740,14943090,0,51533,0,50651,1,7,4245165,0
2023-05-12 05:15:02,3581820,4395560,44,1153648,205244,813740,14943075,0,51525,0,50651,1,7,4245165,0
2023-05-12 05:20:02,3597288,4411028,44,1162192,213436,813740,14943149,0,53573,0,50651,1,7,4245165,0
2023-05-12 05:25:01,3597948,4411688,44,1162576,213436,813740,14943078,0,53573,0,50651,1,7,4245165,0
2023-05-12 05:30:02,3598428,4412168,44,1162904,213436,813740,14943088,0,53573,0,50651,1,7,4245165,0
2023-05-12 05:35:02,3624028,4437768,44,1203996,221572,813740,14943079,0,55607,0,50651,1,7,4245165,
2023-05-12 05:40:02,3632976,4446716,44,1212548,229764,813740,14943088,0,57655,0,50651,1,7,4245165,
2023-05-12 05:45:01,3633892,4447632,44,1213024,229764,813740,14943081,0,57655,0,50651,1,7,4245165,
2023-05-12 05:50:01,3642044,4455784,44,1221532,237956,813740,14943150,0,59703,0,50651,1,7,4245165,
2023-05-12 05:55:01,3642192,4455932,44,1221912,237956,813740,14943084,0,59703,0,50651,1,7,4245165,
2023-05-12 06:00:02,3642600,4456340,44,1222248,237956,813740,14943121,0,59703,0,50651,1,7,4245165,
2023-05-12 06:05:02,3658988,4472728,44,1222500,238012,813740,14943085,0,59717,0,50651,1,7,4245165,0
2023-05-12 06:10:02,3666956,4480696,44,1230980,246204,813740,14943166,0,61765,0,50651,1,7,4245165,0
2023-05-12 06:15:02,3609280,4423020,44,1192980,205188,813740,14943088,0,51511,0,50651,1,7,4245165,
2023-05-12 06:20:02,3614208,4427948,44,1193312,205188,813740,14943107,0,51511,0,50651,1,7,4245165,
2023-05-12 06:25:02,3614684,4428424,44,1193484,205188,813740,14943090,0,51511,0,50651,1,7,4245165,
2023-05-12 06:30:01,3614700,4428440,44,1193744,205188,813740,14943107,0,51511,0,50651,1,7,4245165,
2023-05-12 06:35:02,3623616,4437356,44,1202312,213380,813740,14943091,0,53559,0,50651,1,7,4245165,
2023-05-12 06:40:02,3623440,4437180,44,1202616,213380,813740,14943167,0,53559,0,50651,1,7,4245165,
2023-05-12 06:45:02,3624740,4438480,44,1203036,213380,813740,14945397,0,53559,0,50651,1,7,4245165,
2023-05-12 06:50:02,3633044,4446784,44,1211492,221572,813740,14945562,0,55607,0,50651,1,7,4245165,
2023-05-12 06:55:01,3617328,4431068,44,1195528,205188,813740,14945664,0,51511,0,50651,1,7,4245165,
2023-05-12 07:00:02,3617056,4430796,44,1195840,205188,813740,14945666,0,51511,0,50651,1,7,4245165,
2023-05-12 07:05:02,3653556,4467296,44,1207308,213440,813740,14945641,0,53574,0,50651,1,7,4245165,0
2023-05-12 07:10:02,3629332,4443072,44,1207584,213380,813740,14945608,0,53559,0,50651,1,7,4245165,
2023-05-12 07:15:02,3630016,4443756,44,1207960,213380,813740,14945597,0,53559,0,50651,1,7,4245165,
2023-05-12 07:20:02,3638368,4452108,44,1216484,221572,813740,14946152,0,55607,0,50651,1,7,4245165,
2023-05-12 07:25:02,3622884,4436624,44,1200476,205188,813740,14929722,0,51511,0,50651,1,7,4245165,
2023-05-12 07:30:02,3607492,4421232,44,1200876,205188,813740,14946253,0,51511,0,50651,1,7,4245165,
2023-05-12 07:35:01,3608608,4422348,44,1201044,205188,813740,14946101,0,51511,0,50651,1,7,4245165,
2023-05-12 07:40:02,3829568,4649340,44,1072092,200280,819772,14946132,0,51511,0,50651,1,7,4245165,
2023-05-12 07:45:02,3844212,4674156,44,912732,199968,829944,14946105,0,53559,0,50651,1,7,4245165,
2023-05-12 07:50:01,3874660,4704604,44,943496,199968,829944,14946169,0,53559,0,50651,1,7,4245165,
2023-05-12 07:55:02,3580988,4410824,44,946000,199972,829836,14946113,0,53559,0,50651,1,7,4245165,
2023-05-12 08:00:02,3619396,4449220,44,957888,208168,829824,14946276,0,55607,0,50651,1,7,4245165,
2023-05-12 08:05:01,3624996,4443768,44,961256,202860,818772,14946803,0,51525,0,50651,1,7,4245165,0
2023-05-12 08:10:02,3609852,4428624,44,962008,202804,818772,14946825,0,51511,0,50651,1,7,4245165,
2023-05-12 08:15:02,3562192,4380576,44,962728,202804,818384,14946820,0,51511,0,50651,1,7,4245165,
2023-05-12 08:20:02,3572888,4391256,44,973460,210996,818368,14946762,0,53559,0,50651,1,7,4245165,
2023-05-12 08:25:01,3639048,4457336,44,973952,210996,818288,14946798,0,53559,0,50651,1,7,4245165,
2023-05-12 08:30:02,3852516,4685416,44,908644,204288,832900,14946838,0,55607,0,50651,1,7,4245165,
2023-05-12 08:35:02,3912456,4737264,44,920680,194436,824808,14946795,0,51511,0,50651,1,7,4245165,
2023-05-12 08:40:02,3906084,4729828,44,933024,194444,823744,14946756,0,51511,0,50651,1,7,4245165,
2023-05-12 08:45:02,3709012,4531788,44,962412,194448,822776,14946746,0,51511,0,50651,1,7,4245165,
2023-05-12 08:50:02,3721672,4544136,44,971412,202640,822464,14946744,0,53559,0,50651,1,7,4245165,
2023-05-12 08:55:01,3701004,4523356,44,972864,202644,822352,14964194,0,53559,0,50651,1,7,4245165,
2023-05-12 09:00:02,3708956,4531212,44,975556,202644,822256,14964157,0,53559,0,50651,1,7,4245165,
2023-05-12 09:05:02,3733300,4552240,44,973112,197744,818940,14964137,0,51525,0,50651,1,7,4245165,0
2023-05-12 09:10:02,3813776,4635908,44,1127136,194632,822132,14964195,0,51511,0,50651,1,7,4245165,
2023-05-12 09:15:01,3669228,4475856,44,1565856,192908,806628,14964620,0,51533,0,50651,1,7,4245165,0
2023-05-12 09:20:02,3572972,4290336,44,1712440,201156,717364,14965013,0,53581,0,50651,1,7,4245165,0
2023-05-12 09:25:02,3568268,4285560,44,1712872,201156,717292,14964776,0,53581,0,50651,1,7,4245165,0
2023-05-12 09:30:02,3568868,4286116,44,1713436,201156,717248,14964786,0,53581,0,50651,1,7,4245165,0
2023-05-12 09:35:02,3577516,4294756,44,1722116,209348,717240,14964792,0,55629,0,50651,1,7,4245165,0
2023-05-12 09:40:01,3568944,4277304,44,1715000,201772,708360,14964853,0,51533,0,50651,1,7,4245165,0
2023-05-12 09:45:02,3570812,4279028,44,1715780,201768,708216,14964848,0,51533,0,50651,1,7,4245165,0
2023-05-12 09:50:02,3516056,4223624,44,1728624,209976,707568,14964876,0,53581,0,50651,1,7,4245165,0
2023-05-12 09:55:01,3514916,4222476,44,1729048,209976,707560,14964791,0,53581,0,50651,1,7,4245165,0
2023-05-12 10:00:02,3464468,4172004,44,1732776,209976,707536,14964923,0,53581,0,50651,1,7,4245165,0
2023-05-12 10:05:02,3440276,4145496,44,1727416,203948,705220,14965007,0,51547,0,50651,1,7,4245165,0
2023-05-12 10:10:02,3427748,4132924,44,1727916,203948,705176,14964989,0,51547,0,50651,1,7,4245165,0
2023-05-12 10:15:01,3399084,4104160,44,1730140,203892,705076,14964970,0,51533,0,50651,1,7,4245165,0
2023-05-12 10:20:02,3407964,4113040,44,1738744,212084,705076,14964922,0,53581,0,50651,1,7,4245165,0
2023-05-12 10:25:01,3410108,4115184,44,1739100,212084,705076,14964975,0,53581,0,50651,1,7,4245165,0
2023-05-12 10:30:02,3391592,4096660,44,1739572,211996,705068,14965038,0,53559,0,50651,1,7,4245165,
2023-05-12 10:35:01,3401364,4106432,44,1748152,220188,705068,14964901,0,55607,0,50651,1,7,4245165,
2023-05-12 10:40:02,3384672,4089708,44,1732056,203804,705036,14967004,0,51511,0,50651,1,7,4245165,
2023-05-12 10:45:02,3406424,4111368,44,1734140,203808,704944,14966937,0,51511,0,50651,1,7,4245165,
2023-05-12 10:50:02,3410156,4115060,44,1734572,203808,704904,14966952,0,51511,0,50651,1,7,4245165,
2023-05-12 10:55:02,3401016,4105788,44,1743508,212000,704772,14967112,0,53559,0,50651,1,7,4245165,
2023-05-12 11:00:02,3402404,4107168,44,1743956,212000,704764,14966990,0,53559,0,50651,1,7,4245165,
2023-05-12 11:05:02,3429476,4134176,44,1756084,220192,704700,14967025,0,55607,0,50651,1,7,4245165,
2023-05-12 11:10:02,3421564,4124636,44,1741732,205288,703072,14966964,0,51511,0,50651,1,7,4245165,
2023-05-12 11:15:01,3428004,4131072,44,1742288,205288,703068,14966953,0,51511,0,50651,1,7,4245165,
2023-05-12 11:20:02,3447744,4150808,44,1742764,205288,703064,14967147,0,51511,0,50651,1,7,4245165,
2023-05-12 11:25:01,3457736,4160760,44,1751484,213480,703024,14967911,0,53559,0,50651,1,7,4245165,
2023-05-12 11:30:02,3536900,4239812,44,1818828,213480,702912,14968506,0,53559,0,50651,1,7,4245165,
2023-05-12 11:35:01,3546160,4249064,44,1827500,221672,702904,14968255,0,55607,0,50651,1,7,4245165,
2023-05-12 11:40:02,3538416,4241316,44,1812852,205288,702900,14975670,0,51511,0,50651,1,7,4245165,
2023-05-12 11:45:02,3524060,4226948,44,1814912,205300,702888,14969120,0,51511,0,50651,1,7,4245165,
2023-05-12 11:50:02,3502284,4205172,44,1823592,213492,702888,14968955,0,53559,0,50651,1,7,4245165,
2023-05-12 11:55:02,3456860,4159748,44,1823912,213492,702888,14968948,0,53559,0,50651,1,7,4245165,
2023-05-12 12:00:02,3458444,4161308,44,1824260,213492,702864,14968828,0,53559,0,50651,1,7,4245165,
2023-05-12 12:05:02,3497084,4199896,44,1824708,213548,702812,14968831,0,53573,0,50651,1,7,4245165,0
2023-05-12 12:10:02,3462736,4165512,44,1836752,221684,702776,14968982,0,55607,0,50651,1,7,4245165,
2023-05-12 12:15:02,3381548,4084320,44,1820912,205300,702772,14969018,0,51511,0,50651,1,7,4245165,
2023-05-12 12:20:02,3449512,4152284,44,1834588,205300,702772,14969108,0,51511,0,50651,1,7,4245165,
2023-05-12 12:25:01,3525948,4228720,44,1844932,213492,702772,14969582,0,53559,0,50651,1,7,4245165,
2023-05-12 12:30:02,3552672,4255444,44,1845832,213492,702772,14970056,0,53559,0,50651,1,7,4245165,
2023-05-12 12:35:02,3558584,4261356,44,1846216,213492,702772,14969559,0,53559,0,50651,1,7,4245165,
2023-05-12 12:40:02,3538928,4241696,44,1855108,221688,702768,14971274,0,55607,0,50651,1,7,4245165,
2023-05-12 12:45:02,3566440,4269208,44,1863780,229880,702768,14971373,0,57655,0,50651,1,7,4245165,
2023-05-12 12:50:01,3568292,4271052,44,1864236,229880,702760,14971250,0,57655,0,50651,1,7,4245165,
2023-05-12 12:55:02,3578112,4280872,44,1872776,238072,702760,14971191,0,59703,0,50651,1,7,4245165,
2023-05-12 13:00:01,3578664,4281424,44,1873192,238072,702760,14971221,0,59703,0,50651,1,7,4245165,
2023-05-12 13:05:02,3582120,4284880,44,1877036,238072,702760,14971204,0,59703,0,50651,1,7,4245165,
2023-05-12 13:10:02,3514948,4217708,44,1888972,246264,702760,14971243,0,61751,0,50651,1,7,4245165,
2023-05-12 13:15:02,3474556,4177312,44,1848404,205304,702756,14971199,0,51511,0,50651,1,7,4245165,
2023-05-12 13:20:02,3439408,4142160,44,1848648,205304,702752,14971412,0,51511,0,50651,1,7,4245165,
2023-05-12 13:25:01,3447716,4150468,44,1848908,205304,702752,14971201,0,51511,0,50651,1,7,4245165,
2023-05-12 13:30:02,3467684,4170436,44,1849220,205304,702752,14971374,0,51511,0,50651,1,7,4245165,
2023-05-12 13:35:01,3436064,4138760,44,1857792,213496,702696,14971392,0,53559,0,50651,1,7,4245165,
2023-05-12 13:40:02,3453680,4156376,44,1858212,213496,702696,14971372,0,53559,0,50651,1,7,4245165,
2023-05-12 13:45:02,3440008,4142704,44,1858616,213496,702696,14971358,0,53559,0,50651,1,7,4245165,
2023-05-12 13:50:02,3432480,4135176,44,1850900,205312,702696,14972476,0,51511,0,50651,1,7,4245165,
2023-05-12 13:55:01,3432860,4135552,44,1851328,205304,702692,14972440,0,51511,0,50651,1,7,4245165,
2023-05-12 14:00:02,3429364,4132044,44,1851872,205304,702680,14972478,0,51511,0,50651,1,7,4245165,
2023-05-12 14:05:01,3440136,4142816,44,1860652,213552,702680,14972456,0,53573,0,50651,1,7,4245165,0
2023-05-12 14:10:02,3441444,4144120,44,1861048,213552,702676,14972501,0,53573,0,50651,1,7,4245165,0
2023-05-12 14:15:02,3437372,4140044,44,1872712,221688,702672,14972453,0,55607,0,50651,1,7,4245165,
2023-05-12 14:20:02,3459104,4161768,44,1881304,229880,702664,14972606,0,57655,0,50651,1,7,4245165,
2023-05-12 14:25:01,3459224,4161888,44,1881764,229880,702664,14972461,0,57655,0,50651,1,7,4245165,
2023-05-12 14:30:02,3458944,4161580,44,1882188,229880,702636,14972485,0,57655,0,50651,1,7,4245165,
2023-05-12 14:35:02,3467608,4170240,44,1890760,238072,702632,14972458,0,59703,0,50651,1,7,4245165,
2023-05-12 14:40:01,3467592,4170224,44,1891100,238072,702632,14972487,0,59703,0,50651,1,7,4245165,
2023-05-12 14:45:01,3468088,4170720,44,1891364,238072,702632,14972460,0,59703,0,50651,1,7,4245165,
2023-05-12 14:50:01,3476024,4178656,44,1899956,246264,702632,14972478,0,61751,0,50651,1,7,4245165,
2023-05-12 14:55:02,3435352,4137972,44,1859288,205304,702620,14972464,0,51511,0,50651,1,7,4245165,
2023-05-12 15:00:01,3416440,4119056,44,1859584,205304,702616,14972610,0,51511,0,50651,1,7,4245165,
2023-05-12 15:05:02,3437896,4140504,44,1860004,205360,702608,14972474,0,51525,0,50651,1,7,4245165,0
2023-05-12 15:10:02,3432576,4135184,44,1871236,213496,702608,14972469,0,53559,0,50651,1,7,4245165,
2023-05-12 15:15:02,3432808,4135416,44,1871588,213496,702608,14972470,0,53559,0,50651,1,7,4245165,
2023-05-12 15:20:02,3433096,4135704,44,1871928,213496,702608,14972492,0,53559,0,50651,1,7,4245165,
2023-05-12 15:25:02,3434072,4136680,44,1872264,213496,702608,14972472,0,53559,0,50651,1,7,4245165,
2023-05-12 15:30:02,3442380,4144988,44,1880768,221688,702608,14972483,0,55607,0,50651,1,7,4245165,
2023-05-12 15:35:02,3451200,4153804,44,1889276,229880,702604,14972474,0,57655,0,50651,1,7,4245165,
2023-05-12 15:40:01,3451168,4153772,44,1889576,229880,702604,14972489,0,57655,0,50651,1,7,4245165,
2023-05-12 15:45:01,3451348,4153952,44,1889880,229880,702604,14972475,0,57655,0,50651,1,7,4245165,
2023-05-12 15:50:02,3464024,4166628,44,1898472,238072,702604,14972493,0,59703,0,50651,1,7,4245165,
2023-05-12 15:55:02,3465196,4167800,44,1898792,238072,702604,14972478,0,59703,0,50651,1,7,4245165,
2023-05-12 16:00:02,3464460,4167064,44,1899064,238072,702604,14972485,0,59703,0,50651,1,7,4245165,
2023-05-12 16:05:02,3476464,4179068,44,1910380,246264,702604,14972479,0,61751,0,50651,1,7,4245165,
2023-05-12 16:10:01,3435836,4138440,44,1869700,205304,702604,14972509,0,51511,0,50651,1,7,4245165,
2023-05-12 16:15:02,3435924,4138528,44,1869936,205304,702604,14972482,0,51511,0,50651,1,7,4245165,
2023-05-12 16:20:01,3435720,4138324,44,1870036,205304,702604,14972518,0,51511,0,50651,1,7,4245165,
2023-05-12 16:25:01,3436296,4138900,44,1870292,205304,702604,14972483,0,51511,0,50651,1,7,4245165,
2023-05-12 16:30:02,3436652,4139256,44,1870552,205304,702604,14972502,0,51511,0,50651,1,7,4245165,
2023-05-12 16:35:02,3445332,4147936,44,1879024,213496,702604,14972484,0,53559,0,50651,1,7,4245165,
2023-05-12 16:40:01,3445208,4147812,44,1879376,213496,702604,14972509,0,53559,0,50651,1,7,4245165,
2023-05-12 16:45:01,3445828,4148432,44,1879664,213496,702604,14972487,0,53559,0,50651,1,7,4245165,
2023-05-12 16:50:02,3446696,4149300,44,1880016,213496,702604,14972503,0,53559,0,50651,1,7,4245165,
2023-05-12 16:55:02,3455376,4157960,44,1888524,221688,702584,14972488,0,55607,0,50651,1,7,4245165,
2023-05-12 17:00:02,3463684,4166268,44,1896992,229880,702584,14972509,0,57655,0,50651,1,7,4245165,
2023-05-12 17:05:01,3480396,4182980,44,1897344,229936,702584,14975595,0,57669,0,50651,1,7,4245165,0
2023-05-12 17:10:02,3481268,4183852,44,1897928,229936,702584,14975609,0,57669,0,50651,1,7,4245165,0
2023-05-12 17:15:02,3468508,4171088,44,1901260,229880,702580,14975597,0,57655,0,50651,1,7,4245165,
2023-05-12 17:20:02,3475768,4178324,44,1909748,238072,702556,14975625,0,59703,0,50651,1,7,4245165,
2023-05-12 17:25:01,3476884,4179440,44,1910068,238072,702556,14975599,0,59703,0,50651,1,7,4245165,
2023-05-12 17:30:02,3476644,4179196,44,1910344,238072,702552,14975946,0,59703,0,50651,1,7,4245165,
2023-05-12 17:35:01,3477528,4180080,44,1910584,238072,702552,14975936,0,59703,0,50651,1,7,4245165,
2023-05-12 17:40:02,3485300,4187852,44,1919024,246264,702552,14975946,0,61751,0,50651,1,7,4245165,
2023-05-12 17:45:02,3485648,4188200,44,1919156,246264,702552,14975938,0,61751,0,50651,1,7,4245165,
2023-05-12 17:50:02,3441792,4144344,44,1878572,205304,702552,14976238,0,51511,0,50651,1,7,4245165,
2023-05-12 17:55:02,3441884,4144436,44,1878888,205304,702552,14976212,0,51511,0,50651,1,7,4245165,
2023-05-12 18:00:02,3441728,4144280,44,1879156,205304,702552,14976212,0,51511,0,50651,1,7,4245165,
2023-05-12 18:05:01,3453524,4156076,44,1890716,213496,702552,14976243,0,53559,0,50651,1,7,4245165,
2023-05-12 18:10:02,3454220,4156772,44,1890992,213496,702552,14976525,0,53559,0,50651,1,7,4245165,
2023-05-12 18:15:01,3454516,4157068,44,1891348,213496,702552,14976520,0,53559,0,50651,1,7,4245165,
2023-05-12 18:20:02,3455052,4157604,44,1891588,213496,702552,14976541,0,53559,0,50651,1,7,4245165,
2023-05-12 18:25:02,3463568,4166120,44,1900072,221688,702552,14976522,0,55607,0,50651,1,7,4245165,
2023-05-12 18:30:02,3463924,4166476,44,1900320,221688,702552,14976591,0,55607,0,50651,1,7,4245165,
2023-05-12 18:35:01,3447448,4150000,44,1884184,205304,702552,14976524,0,51511,0,50651,1,7,4245165,
2023-05-12 18:40:02,3446944,4149496,44,1884420,205304,702552,14976558,0,51511,0,50651,1,7,4245165,
2023-05-12 18:45:01,3447912,4150464,44,1884656,205304,702552,14976525,0,51511,0,50651,1,7,4245165,
2023-05-12 18:50:02,3456312,4158864,44,1893216,213496,702552,14976558,0,53559,0,50651,1,7,4245165,
2023-05-12 18:55:02,3456684,4159236,44,1893520,213496,702552,14976527,0,53559,0,50651,1,7,4245165,
2023-05-12 19:00:02,3456808,4159608,44,1893780,213496,702552,14976591,0,53559,0,50651,1,7,4245165,
2023-05-12 19:05:02,3473280,4175832,44,1894064,213552,702552,14976529,0,53573,0,50651,1,7,4245165,0
2023-05-12 19:10:02,3472908,4175460,44,1894220,213552,702552,14976559,0,53573,0,50651,1,7,4245165,0
2023-05-12 19:15:01,3473560,4176112,44,1894336,213552,702552,14976530,0,53573,0,50651,1,7,4245165,0
2023-05-12 19:20:02,3468544,4171096,44,1905944,221688,702552,14976586,0,55607,0,50651,1,7,4245165,
2023-05-12 19:25:02,3469212,4171760,44,1906236,221688,702548,14977445,0,55607,0,50651,1,7,4245165,
2023-05-12 19:30:01,3452476,4155024,44,1890144,205304,702548,14977536,0,51511,0,50651,1,7,4245165,
2023-05-12 19:35:02,3552064,4254612,44,1890492,205304,702548,14977596,0,51511,0,50651,1,7,4245165,
2023-05-12 19:40:01,3850036,4553408,44,1789800,204492,703372,14977713,0,51511,0,50651,1,7,4245165,
2023-05-12 19:45:01,3873108,4578568,44,1654400,210652,705460,14977743,0,53559,0,50651,1,7,4245165,
2023-05-12 19:50:02,3796932,4502392,44,1654708,210652,705460,14977764,0,53559,0,50651,1,7,4245165,
2023-05-12 19:55:02,3797320,4502780,44,1655000,210652,705460,14977741,0,53559,0,50651,1,7,4245165,
2023-05-12 20:00:02,3797748,4503208,44,1655808,210652,705460,14977764,0,53559,0,50651,1,7,4245165,
2023-05-12 20:05:01,3709324,4415120,44,1623888,218512,705796,14977773,0,55607,0,50651,1,7,4245165,
2023-05-12 20:10:02,3695616,4398236,44,1610980,205304,702620,14977766,0,51511,0,50651,1,7,4245165,
2023-05-12 20:15:02,3696056,4398676,44,1611280,205304,702620,14977745,0,51511,0,50651,1,7,4245165,
2023-05-12 20:20:01,3612424,4315044,44,1611544,205304,702620,14978255,0,51511,0,50651,1,7,4245165,
2023-05-12 20:25:02,3486924,4189516,44,1620272,213496,702592,14978354,0,53559,0,50651,1,7,4245165,
2023-05-12 20:30:01,3494144,4196736,44,1620536,213496,702592,14978458,0,53559,0,50651,1,7,4245165,
2023-05-12 20:35:01,3494636,4197228,44,1620784,213496,702592,14978412,0,53559,0,50651,1,7,4245165,
2023-05-12 20:40:02,3494144,4196736,44,1620916,213496,702592,14945918,0,53559,0,50651,1,7,4245165,
2023-05-12 20:45:02,3484700,4187292,44,1621152,213496,702592,14945902,0,53559,0,50651,1,7,4245165,
2023-05-12 20:50:02,3476500,4179092,44,1613360,205304,702592,14946181,0,51511,0,50651,1,7,4245165,
2023-05-12 20:55:02,3477316,4179904,44,1613696,205304,702588,14946159,0,51511,0,50651,1,7,4245165,
2023-05-12 21:00:02,3477548,4180136,44,1614060,205304,702588,14946203,0,51511,0,50651,1,7,4245165,
2023-05-12 21:05:02,3502668,4205252,44,1622668,213552,702584,14946674,0,53573,0,50651,1,7,4245165,0
2023-05-12 21:10:02,3503148,4205732,44,1623004,213552,702584,14946688,0,53573,0,50651,1,7,4245165,0
2023-05-12 21:15:02,3490412,4192996,44,1626536,213496,702584,14946712,0,53559,0,50651,1,7,4245165,
2023-05-12 21:20:02,3498936,4201520,44,1635076,221688,702584,14946691,0,55607,0,50651,1,7,4245165,
2023-05-12 21:25:01,3438192,4140776,44,1619092,205304,702584,14946678,0,51511,0,50651,1,7,4245165,
2023-05-12 21:30:02,3439800,4142384,44,1619448,205304,702584,14946690,0,51511,0,50651,1,7,4245165,
2023-05-12 21:35:02,3434612,4137192,44,1620260,205304,702580,14947704,0,51511,0,50651,1,7,4245165,
2023-05-12 21:40:02,3404620,4107200,44,1628872,213496,702580,14948868,0,53559,0,50651,1,7,4245165,
2023-05-12 21:45:02,3413020,4115600,44,1629224,213496,702580,14948827,0,53559,0,50651,1,7,4245165,
2023-05-12 21:50:01,3421436,4124016,44,1637976,221688,702580,14948836,0,55607,0,50651,1,7,4245165,
2023-05-12 21:55:02,3406008,4108588,44,1621960,205304,702580,14948828,0,51511,0,50651,1,7,4245165,
2023-05-12 22:00:02,3406556,4109136,44,1622204,205304,702580,14948836,0,51511,0,50651,1,7,4245165,
2023-05-12 22:05:01,3408944,4111524,44,1625172,205304,702580,14949295,0,51511,0,50651,1,7,4245165,
2023-05-12 22:10:01,3408476,4111056,44,1625344,205304,702580,14949301,0,51511,0,50651,1,7,4245165,
